coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
district0x,18 Jul 2017,1 Aug 2017,14.0,302.0,1,saas,8,9000000.0,N/A,N/A,0.02,N/A,0,58497,-0.22,30593,0.46,0.16,2.56,2.66,-0.162,-3.198,0.015,-0.023
wagerr,1 Jun 2017,25 Jun 2017,24.0,339.0,10,saas,6,10000000.0,N/A,N/A,0.06,N/A,0,17043,0.141,120805,0.14,0.12,1.87,2.05,-0.23,-3.217,0.011,-0.01
minexcoin,15 May 2017,13 Jun 2017,29.0,351.0,12,fintech,N/A,N/A,N/A,N/A,N/A,2969,0,N/A,0.0,17365,0.51,0.32,5.01,5.11,0.075,2.16,0.016,-0.011
utrust,2 Nov 2017,20 Nov 2017,18.0,191.0,6,saas,26,21000000.0,21000000.0,1.0,0.07,13172,0,28080,1.993,3956620,0.34,0.08,1.25,1.37,-0.544,-4.274,0.001,-0.031
tokenomy,15 Jan 2018,5 Feb 2018,21.0,114.0,12,blockchain,17,22869000.0,N/A,N/A,0.18,2247,0,40,1.3,2372070,-0.57,-0.12,-1.94,-1.52,-0.038,-4.0,-0.004,-0.01
wings,18 Nov 2016,6 Jan 2017,49.0,509.0,6,saas,14,1706156.0,N/A,0.75,0.03,N/A,0,640,-0.287,1601,0.34,0.21,3.4,3.53,-0.019,-2.189,0.014,-0.02
decentbet,21 Sep 2017,19 Oct 2017,28.0,227.0,12,other,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01
tokencard,2 May 2017,2 May 2017,0.0,393.0,4,fintech,8,12782000.0,N/A,1.0,0.54,3,0,18757,0.926,416619,0.06,0.01,0.19,0.37,-0.104,-3.679,0.008,-0.011
datawallet,5 Feb 2018,7 Mar 2018,30.0,84.0,1,other,13,39436870.0,40000000.0,0.99,0.18,6323,0,5596,-0.226,122971,-0.14,-0.14,-2.24,-2.04,0.316,-0.717,0.004,0.025
naga,1 Dec 2017,15 Dec 2017,14.0,166.0,12,fintech,28,45318896.0,30000000.0,1.0,1.0,13550,0,24,0.55,3010670,0.22,0.03,0.47,0.6,-0.048,3.368,-0.001,-0.004
wabi,28 Nov 2017,1 Dec 2017,3.0,180.0,2,ecommerce,10,11500000.0,11500000.0,1.0,0.25,8442,0,34696,4.56,26744800,0.21,0.1,1.56,1.67,-0.177,-4.755,0.004,-0.029
datx,11 Feb 2018,11 Mar 2018,28.0,80.0,7,other,9,44150000.0,44200000.0,1.0,0.0353,26363,0,47228,-0.22,612568,-0.28,0.09,1.45,1.62,0.298,1.84,0.005,-0.009
tierion,27 Jul 2017,28 Jul 2017,1.0,306.0,1,saas,11,25000000.0,25000000.0,1.0,0.07,4279,0,N/A,2.332,1142210,-0.11,-0.15,-2.38,-2.17,-0.242,-0.821,0.005,-0.024
odyssey,21 Jan 2018,22 Jan 2018,1.0,128.0,7,blockchain,21,50000000.0,47600000.0,1.0,0.0119,48263,0,809,1.093,12284200,0.09,0.01,0.2,0.32,-0.165,-10.991,0.007,-0.037
bitrent,1 Dec 2017,31 Mar 2018,120.0,60.0,4,saas,19,14627210.0,N/A,N/A,0.06,12946,0,6465,-0.336,156399,0.27,0.05,0.75,0.75,-0.022,-1.0,0.003,-0.02
havven,28 Feb 2018,7 Mar 2018,7.0,84.0,9,blockchain,27,30000000.0,30000000.0,1.0,0.5,65886,0,10799,-0.039,1203240,-0.09,0.12,1.92,1.92,-0.121,-9.0,0.006,-0.033
modum,1 Sep 2017,22 Oct 2017,51.0,220.0,6,saas,17,13350000.0,16400000.0,0.81,1.0,2302,0,14240,-0.373,119265,0.35,0.25,3.9,3.9,-0.157,-6.0,0.013,-0.012
mobilego,25 Apr 2017,25 May 2017,30.0,370.0,1,saas,6,53000000.0,N/A,N/A,0.76,2524,0,316,2.539,187166,-0.05,-0.01,-0.2,-0.2,-0.143,-4.5,0.001,-0.003
cashaa,6 Nov 2017,6 Dec 2017,30.0,175.0,4,fintech,11,11110000.0,32000000.0,0.35,0.1,7598,0,388,0.182,34753,-0.23,-0.13,-2.14,-2.14,0.203,10.5,0.004,0.283
zeepin,17 Jan 2018,17 Jan 2018,0.0,133.0,12,blockchain,N/A,62580000.0,62600000.0,1.0,0.13,20667,0,N/A,0.51,14383200,-0.01,-0.1,-1.55,-1.55,-0.221,-10.5,-0.004,-0.023
legolas-exchange,1 Feb 2018,15 Feb 2018,14.0,108.0,5,blockchain,9,18856000.0,N/A,N/A,N/A,N/A,2,11639,0.0,682912,-0.21,-0.02,-0.3,-0.28,-0.226,-0.614,0.003,-0.021
odem,17 Feb 2018,18 Mar 2018,29.0,73.0,6,social services,12,4000000.0,N/A,N/A,N/A,N/A,0,3093,0.0,18548,0.47,3.75,7.5,7.5,0.466,-0.5,0.024,-0.015
datum,29 Oct 2017,29 Nov 2017,31.0,182.0,6,saas,19,7581120.0,29400000.0,0.26,0.02,8016,0,36461,0.397,160521,0.6,0.18,2.92,2.92,-0.113,-5.0,0.007,0.012
decent,11 Sep 2016,6 Nov 2016,56.0,570.0,6,telecommunications,31,24137000.0,20000000.0,1.0,0.024,N/A,0,29889,3.583,121,0.2,0.17,2.72,2.72,0.155,-4.5,0.025,-0.037
lunyr,29 Mar 2017,28 Apr 2017,30.0,397.0,1,saas,3,3400000.0,N/A,N/A,1.61,N/A,0,33499,0.59,309766,0.07,0.08,1.22,1.22,-0.21,-4.5,0.016,-0.013
qlink,27 Dec 2017,27 Jan 2018,31.0,123.0,7,transportation,14,19270800.0,19300000.0,1.0,0.1,9461,0,318,1.901,9911000,0.18,0.03,0.42,0.42,-0.405,-6.5,-0.001,-0.025
etherparty,1 Oct 2017,29 Oct 2017,28.0,213.0,1,blockchain,26,33732274.0,65000000.0,0.52,0.1,6098,0,2,-0.565,180346,0.13,0.24,3.75,3.75,0.022,-12.0,0.011,0.008
alphacat,12 Jan 2018,12 Jan 2018,0.0,138.0,12,fintech,N/A,N/A,N/A,N/A,N/A,8347,0,N/A,0.0,474748,-0.19,-0.07,-1.14,-1.14,-0.095,2.0,0.001,0.087
cobinhood,13 Sep 2017,22 Oct 2017,39.0,220.0,12,blockchain,5,13078406.0,25000000.0,0.52,0.07,12264,0,45130,-0.262,41446,0.22,0.25,3.91,3.91,0.157,-9.0,0.012,0.013
taas,27 Mar 2017,28 Apr 2017,32.0,397.0,7,fintech,4,7500000.0,N/A,0.74,1.0,N/A,0,141,-0.18,1571,0.08,0.22,3.54,3.54,0.054,-7.0,0.006,-0.022
yoyow,21 May 2017,24 May 2017,3.0,371.0,3,saas,N/A,4364760.0,N/A,0.3,0.02,3304,0,N/A,5.154,8194,-0.04,-0.01,-0.09,-0.09,-0.003,-4.5,0.01,-0.012
presearch,25 Jul 2017,31 Oct 2017,98.0,211.0,1,saas,10,16000000.0,N/A,N/A,0.25,8800,0,1151,-0.151,98499,0.26,0.13,2.08,2.08,0.156,-13.5,0.012,-0.03
melon,15 Feb 2017,16 Feb 2017,1.0,468.0,6,other,2,N/A,N/A,N/A,N/A,43,0,N/A,0.0,57957,0.21,0.07,1.13,1.13,-0.098,-3.5,0.006,-0.025
universa,27 Oct 2017,27 Nov 2017,31.0,184.0,2,saas,25,28559233.0,99000000.0,0.29,0.01,14203,0,1126,4.161,763454,-0.49,-0.13,-1.99,-1.99,-0.297,-6.5,-0.01,-0.012
bloom,30 Nov 2017,1 Jan 2018,32.0,153.0,1,saas,11,41420705.0,80500000.0,0.51,0.7,13644,4,436,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.023
humaniq,6 Apr 2017,27 Apr 2017,21.0,398.0,4,saas,19,5163000.0,N/A,N/A,0.06,N/A,0,30587,0.178,420384,0.19,0.13,2.0,2.0,0.038,-1.0,0.009,-0.005
medicalchain,1 Feb 2018,1 Feb 2018,0.0,122.0,4,insurance services,10,23991953.0,24000000.0,1.0,0.2,27095,11,15702,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001
viberate,5 Sep 2017,5 Sep 2017,0.0,267.0,5,entertainment,34,12000000.0,12000000.0,1.0,0.1,5549,0,32696,1.75,1490480,-0.19,-0.08,-1.24,-1.24,-0.156,-6.5,0.005,-0.018
refereum,12 Feb 2018,12 Mar 2018,28.0,79.0,1,saas,14,32252400.0,32300000.0,1.0,0.01,99258,0,53887,1.043,1161020,-0.26,-0.04,-0.56,-0.56,0.025,-4.5,-0.005,-0.035
coss,8 Aug 2017,6 Sep 2017,29.0,266.0,7,saas,24,3200000.0,N/A,N/A,0.56,N/A,0,197,-0.919,116130,0.39,0.12,1.9,1.9,0.093,3.0,0.016,0.002
propy,15 Aug 2017,15 Sep 2017,31.0,257.0,1,real estate,11,15077000.0,N/A,0.15,1.0,N/A,0,N/A,-0.255,26854,-0.1,-0.03,-0.52,-0.52,-0.047,-3.5,0.011,-0.007
bankex,28 Nov 2017,28 Dec 2017,30.0,153.0,1,fintech,9,70600000.0,103500000.0,0.68,1.47,6314,0,7649,0.932,371912,-0.43,-0.22,-3.5,-3.5,-0.128,-5.5,-0.012,-0.007
sentinel-chain,1 Mar 2018,10 Mar 2018,9.0,85.0,7,fintech,23,14400000.0,14400000.0,1.0,0.08,9416,2,4028,-0.184,1945280,0.52,4.14,8.29,8.22,-0.094,0.622,0.012,-0.015
stox,2 Aug 2017,4 Aug 2017,2.0,299.0,7,fintech,20,33000000.0,N/A,1.0,1.1,8870,0,13547,0.1,1294120,0.4,0.04,0.7,0.7,-0.088,-5.5,0.003,0.0
stk,31 Jan 2018,14 Feb 2018,14.0,105.0,1,blockchain,16,17000000.0,N/A,N/A,0.2,7335,0,10021,0.262,12919500,-0.23,-0.23,-3.68,-3.68,-0.295,-11.0,-0.007,-0.003
firstblood,25 Sep 2016,26 Sep 2016,1.0,611.0,1,blockchain,13,5500000.0,N/A,N/A,0.08,14,0,31710,0.991,1255030,-0.2,-0.23,-3.61,-3.61,0.127,-6.0,0.008,-0.027
hive-project,3 Jul 2017,14 Aug 2017,42.0,293.0,5,fintech,18,8949421.0,N/A,N/A,0.02,N/A,3,3042,0.045,216,0.17,0.12,1.84,1.77,-0.045,-4.737,0.017,-0.022
karma,29 Nov 2017,15 Dec 2017,16.0,166.0,2,fintech,15,10000000.0,10000000.0,1.0,0.01,1215,0,4198,5.911,150439,-0.01,-0.17,-2.67,-2.67,-0.367,21.0,-0.006,0.012
cofound.it,31 May 2017,07 Jun 2017,7.0,368.0,5,fintech,9,14820030.0,12500000.0,1.0,0.12,1091,6,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
lamden,1 Dec 2017,3 Jan 2018,33.0,147.0,6,fintech,15,10000000.0,10000000.0,1.0,0.091,9224,0,N/A,6.346,937600,0.03,-0.05,-0.83,-0.83,-0.333,-17.0,-0.004,-0.038
daostack,01 May 2018,07 Jun 2018,37.0,-8.0,7,transportation,9,30000000.0,30000000.0,1.0,1.0,24701,0,5617,0.31,1927100,-0.36,-2.88,-5.75,-5.75,0.445,-8.5,-0.028,-0.008
peerplays,26 Feb 2017,14 May 2017,77.0,381.0,1,entertainment,7,5000000.0,N/A,N/A,4.6,1438,0,5275,1.446,10275,0.25,0.07,1.13,1.13,0.134,22.5,0.01,0.0
suncontract,28 Jun 2017,1 Aug 2017,34.0,302.0,5,energy,31,2000000.0,N/A,N/A,0.02,2,0,14971,1.128,35660,0.05,0.14,2.3,2.3,0.089,-6.5,0.016,-0.027
mothership,7 Jul 2017,21 Jul 2017,14.0,313.0,5,saas,10,5406897.0,N/A,0.7,0.04,N/A,0,483,0.006,88727,0.49,0.24,3.74,3.74,-0.054,-3.0,0.009,-0.0
unibright,20 Apr 2018,20 May 2018,30.0,10.0,5,fintech,13,13542375.0,13500000.0,1.0,0.14,10606,0,5109,0.384,2400200,-0.83,-1.44,-2.88,-2.88,-1.455,-10.0,-0.041,-0.01
adtoken,26 Jun 2017,26 Jun 2017,0.0,338.0,12,saas,N/A,10000000.0,N/A,N/A,0.02,N/A,0,6573,2.26,334,-0.07,0.05,0.87,0.87,-0.239,-4.0,0.007,-0.015
everex,24 Jul 2017,31 Aug 2017,38.0,272.0,7,fintech,9,25840000.0,26000000.0,0.99,2.13,4668,0,14011,-0.103,1389230,0.12,0.04,0.62,0.62,0.109,-4.0,0.005,-0.007
synereo,18 Sep 2016,18 Oct 2016,30.0,589.0,12,saas,0,4700000.0,38.0,1.0,0.19,N/A,0,26664,-0.988,241,0.23,0.24,3.83,3.83,-0.096,-7.0,0.013,-0.02
dadi,29 Jan 2018,29 Jan 2018,0.0,121.0,4,fintech,15,29000000.0,29000000.0,1.0,0.5,22351,0,30578,-0.112,2381560,-0.21,-0.05,-0.8,-0.8,0.03,-3.5,-0.006,0.008
monetha,31 Aug 2017,31 Aug 2017,0.0,272.0,5,fintech,11,35910000.0,35900000.0,1.0,0.19,4573,0,18917,0.502,2743890,-0.15,-0.11,-1.76,-1.76,-0.165,-4.5,0.003,-0.008
polybius,31 May 2017,30 Jun 2017,30.0,334.0,5,fintech,11,62956169.0,100000000.0,0.63,10.0,3562,0,9,-0.192,506294,-0.02,0.07,1.03,1.03,-0.365,-4.5,0.006,0.012
dmarket,14 Nov 2017,01 Dec 2017,17.0,180.0,2,entertainment,4,19026768.0,53300000.0,0.36,0.63,3437,0,7205,0.542,18992,-0.03,0.06,1.02,1.02,0.14,-3.0,0.008,-0.01
matchpool,2 Apr 2017,4 Apr 2017,2.0,425.0,12,saas,7,5800000.0,N/A,N/A,0.1,2226,14,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.02
chronobank,15 Dec 2016,15 Feb 2017,62.0,469.0,2,saas,1,5400000.0,N/A,N/A,10.0,N/A,0,19821,-0.06,42133,-0.26,0.03,0.44,0.44,-0.153,-68.5,0.007,0.18
morpheus-network,22 Mar 2018,22 Apr 2018,31.0,42.0,12,other,12,7500000.0,18000000.0,0.42,0.45,11922,1,5589,-0.104,193829,1.14,1.97,3.94,3.85,0.01,4.727,0.042,0.015
blocktix,7 Jul 2017,25 Jul 2017,18.0,309.0,5,entertainment,7,6981328.0,7500000.0,0.93,0.24,N/A,0,5963,-0.174,11878,0.29,0.07,1.17,1.17,0.052,-5.0,0.019,-0.003
agrello,16 Jul 2017,17 Aug 2017,32.0,290.0,5,saas,13,30100000.0,43200000.0,0.7,0.56,4831,2,14797,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.016
uptoken,16 Oct 2017,15 Dec 2017,60.0,166.0,1,fintech,9,18934021.0,35000000.0,0.54,0.1,20,0,3008,2.021,21597500,-0.43,-0.08,-1.21,-1.21,0.824,-3.5,-0.011,-0.02
aeron,19 Sep 2017,30 Oct 2017,41.0,212.0,10,transportation,11,4897723.0,30000000.0,0.16,0.5,19802,0,29756,-0.189,8757,0.13,0.16,2.58,2.58,0.118,-7.5,0.029,-0.037
dimcoin,1 Jul 2017,27 Aug 2017,57.0,276.0,11,fintech,20,14005746.0,13500000.0,1.0,0.01,3069,0,N/A,23.562,1409400,-0.49,-0.22,-3.44,-3.44,0.116,-1.5,-0.007,-0.023
blackmoon,12 Sep 2017,12 Oct 2017,30.0,230.0,12,blockchain,14,30000000.0,30000000.0,1.0,1.1,3524,0,6402,-0.235,592273,0.01,-0.11,-1.71,-1.71,-0.089,-7.0,0.004,-0.008
lala-world,5 Jan 2018,5 Feb 2018,31.0,118.0,7,saas,5,20191350.0,20200000.0,1.0,0.13,826,7,10032,-0.253,28433,-0.44,0.0,0.04,0.17,0.225,-5.273,0.008,-0.024
incent,1 Sep 2016,1 Sep 2016,0.0,636.0,9,blockchain,7,1000000.0,N/A,N/A,0.1,N/A,0,13200,-0.918,43,0.22,0.14,2.19,2.19,-0.028,0.5,0.031,-0.018
sharder,22 Feb 2018,22 Mar 2018,28.0,69.0,12,saas,N/A,5398600.0,5400000.0,1.0,0.0446,10705,0,N/A,1.284,3209300,-0.17,-1.36,-2.71,-2.71,-0.492,-3.0,-0.015,-0.017
cappasity,22 Feb 2018,22 Mar 2018,28.0,69.0,1,saas,5,2301451.0,20000000.0,0.12,0.01,59213,0,28133,2.315,887638,0.12,0.17,2.68,2.68,0.471,-3.0,0.014,0.01
covesting,24 Nov 2017,15 Jan 2018,52.0,135.0,7,saas,12,18750000.0,18800000.0,1.0,2.56,8933,0,10073,0.207,328108,-0.21,-0.12,-1.95,-1.95,-0.245,-4.5,-0.005,-0.008
selfkey,14 Jan 2018,14 Jan 2018,0.0,136.0,7,fintech,48,21776392.0,21800000.0,1.0,0.02,11371,0,0,2.327,31248100,-0.52,-0.26,-4.06,-4.06,-0.26,-2.5,-0.014,-0.013
envion,15 Dec 2017,14 Jan 2018,30.0,136.0,6,blockchain,12,100000000.0,150000000.0,0.67,1.0,22417,0,21256,-0.036,168394,-0.22,-0.13,-2.0,-2.0,-0.295,-4.0,-0.015,-0.007
aphelion,15 Nov 2017,7 Dec 2017,22.0,174.0,12,fintech,12,4780661.0,6700000.0,0.71,0.2,14220,0,14371,0.456,63598,0.25,1.96,3.93,3.93,-0.191,-7.0,0.023,-0.022
blockport,27 Jan 2018,31 Jan 2018,4.0,123.0,12,fintech,N/A,15000000.0,15000000.0,1.0,0.35,28410,0,N/A,0.25,1024180,-0.0,0.07,1.04,1.04,-0.187,4.5,0.002,-0.017
indahash,29 Nov 2017,20 Dec 2017,21.0,161.0,5,saas,15,42715825.0,67000000.0,0.64,0.24,11757,0,9840,1.561,3113160,-0.2,-0.11,-1.73,-1.73,-0.33,-11.0,-0.013,-0.032
latoken,22 Aug 2017,10 Oct 2017,49.0,232.0,7,fintech,35,18880673.0,40000000.0,0.47,0.3,5543,0,7965,-0.058,163778,-0.05,0.11,1.73,1.73,-0.046,-1.5,0.006,-0.013
carvertical,26 Dec 2017,4 Apr 2018,99.0,56.0,5,saas,20,19911150.0,19900000.0,1.0,0.0055,13406,0,N/A,1.65,451064,-0.05,-0.07,-1.18,-1.18,-0.735,-4.0,-0.009,-0.022
coinpoker,19 Jan 2018,26 Jan 2018,7.0,124.0,7,entertainment,15,52712179.0,N/A,N/A,0.05,4810,0,5184,0.95,350963,-0.38,-0.01,-0.18,-0.18,-0.522,3.0,-0.004,-0.07
hacken,31 Oct 2017,30 Nov 2017,30.0,181.0,2,blockchain,8,70000002.0,N/A,N/A,1.0,1934,0,9025,5.77,320959,0.16,0.07,1.05,1.05,0.108,-5.5,0.008,-0.01
playkey,1 Nov 2017,1 Dec 2017,30.0,180.0,2,entertainment,16,10512361.0,105600000.0,0.1,1.76,9861,0,9498,-0.682,9317,0.43,0.13,2.14,2.14,-0.202,3.0,0.012,0.018
swissborg,7 Dec 2017,10 Jan 2018,34.0,140.0,6,blockchain,13,50000000.0,50000000.0,1.0,0.1,4764,0,11157,0.028,115322,-0.35,-0.18,-2.92,-2.92,-0.21,0.0,-0.011,-0.013
te-food,22 Feb 2018,22 Mar 2018,28.0,69.0,6,fintech,19,19100000.0,19100000.0,1.0,0.05,10484,0,9925,-0.448,302268,-0.04,0.09,1.4,1.4,-0.191,0.0,0.002,-0.007
bitclave,29 Nov 2017,29 Nov 2017,0.0,182.0,1,saas,19,25547000.0,25500000.0,1.0,0.1,10765,0,22610,0.505,957302,0.12,-0.01,-0.23,-0.23,-0.006,-2.5,-0.003,-0.015
divi,25 Oct 2017,21 Nov 2017,27.0,190.0,12,other,15,2592064.0,2000000.0,1.0,0.62,2211,0,N/A,0.365,56068,0.17,0.24,3.82,3.82,-0.198,-5.5,0.013,-0.025
sureremit,10 Jan 2018,10 Feb 2018,31.0,109.0,1,saas,11,10000000.0,10000000.0,1.0,1.0,2039,0,4413,-0.963,35294,-0.22,0.02,0.31,0.31,-0.555,-6.0,0.003,-0.015
quantum,15 Apr 2017,15 May 2017,30.0,380.0,5,blockchain,5,4122700.0,N/A,N/A,0.05,N/A,0,9250,5.732,136233,0.19,0.06,0.93,0.93,-0.076,-8.5,0.005,0.008
graft,18 Jan 2018,18 Feb 2018,31.0,101.0,1,blockchain,15,3000000.0,25000000.0,0.12,0.28,5382,0,2549,-0.846,40067,-0.3,-0.0,-0.06,-0.06,0.226,3.5,0.008,0.01
remme,13 Feb 2018,22 Feb 2018,9.0,97.0,7,saas,20,20000000.0,17500000.0,1.0,0.04,16576,0,5721,-0.209,587552,-0.34,-0.0,-0.05,-0.05,0.058,-6.5,-0.001,-0.01
axpire,8 Jan 2018,12 Jan 2018,4.0,138.0,1,other,15,20000000.0,20000000.0,1.0,0.1,8074,0,6405,0.324,292608,-0.23,-0.15,-2.36,-2.36,-0.594,-2.5,-0.008,-0.01
etheroll,13 Feb 2017,27 Feb 2017,14.0,457.0,12,other,N/A,36349723.0,N/A,N/A,0.07,N/A,0,2140,15.857,33962,0.21,0.13,2.02,2.02,-4.537,-8.0,2.595,0.017
matryx,13 Sep 2017,12 Oct 2017,29.0,230.0,1,saas,15,1984347.0,9000000.0,0.22,0.29,1546,0,110,1.498,1031,0.21,0.11,1.8,1.8,-0.212,-2.5,0.02,-0.007
maecenas,7 Sep 2017,8 Oct 2017,31.0,234.0,4,saas,8,15375432.0,18900000.0,0.81,0.64,949,0,2254,-0.279,11868,0.09,0.17,2.68,2.68,-0.23,-18.5,0.022,-0.02
locktrip,29 Oct 2017,30 Nov 2017,32.0,185.0,5,other,20,4000000.0,N/A,N/A,0.55,N/A,6,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.014
nebula-ai,31 Mar 2018,20 Apr 2018,20.0,44.0,1,other,20,5874054.0,17700000.0,0.33,0.0059,5534,0,1405,1.039,155134,-0.01,-0.07,-0.15,0.02,-0.353,-4.455,-0.008,-0.003
paragon,15 Sep 2017,15 Oct 2017,30.0,227.0,1,other,12,6000000.0,100000000.0,0.06,1.0,3848,0,N/A,-0.35,284896,-0.16,0.01,0.14,0.14,-0.167,1.0,0.0,0.02
rentberry,5 Dec 2017,28 Feb 2018,85.0,91.0,7,real estate,25,27500000.0,30000000.0,0.92,0.35,14895,0,19997,-0.806,294933,0.23,1.86,3.71,3.71,-0.403,-7.5,0.008,-0.025
rivetz,10 Aug 2017,10 Sep 2017,31.0,262.0,1,saas,16,18653920.0,20000000.0,0.93,0.89,1590,0,9722,-0.446,31436,-0.0,-0.04,-0.59,-0.59,-0.004,-6.0,0.007,-0.01
smartlands,2 Nov 2017,20 Nov 2017,18.0,191.0,12,fintech,11,1753698.0,25000000.0,0.07,1.0,1688,0,1949,-0.803,102013,0.24,0.16,2.52,2.52,0.216,1.0,0.048,-0.025
