coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc
budbo,29 Jan 2018,5 Mar 2018,35,94,7,blockchain,33,30000000,52631579,0.57,0.35,3308,3,5298,0.34,-0.666,67317,0.1,0.81,1.63,1.63,0.244,nan,0.023
indicoin,30 Sep 2017,1 Nov 2017,32,218,12,blockchain,9,23000,N/A,N/A,0.02,N/A,1,22459,0.26,0.711,60496,0.16,0.05,0.73,0.73,-0.932,nan,0.028
utrum,20 May 2018,20 Jun 2018,31,-13,12,other,7,N/A,5000000,N/A,0.12,7401,1,1336,N/A,-0.249,21504,0.13,1.04,2.09,2.09,0.192,nan,0.007
zengold,26 May 2017,9 Jun 2017,14,363,3,saas,0,1908960,3030095,0.63,0.03,N/A,1,N/A,N/A,10.473,13093,0.18,0.17,2.64,2.64,0.919,nan,0.157
minex,15 May 2017,13 Jun 2017,29,359,2,blockchain,9,78985,N/A,N/A,6.18,N/A,1,10915,N/A,-0.89,8495,0.01,0.06,1.02,1.02,-0.008,nan,0.022
stex,25 Nov 2017,10 Dec 2017,15,179,2,blockchain,5,6700350,55836250,0.12,1,8067,0,937,N/A,-0.835,3009,0.22,0.13,2.02,2.02,-2683.618,nan,88.282
smoke,20 Apr 2018,25 May 2018,35,13,10,telecommunications,6,25000,2500000,0.01,0.1,N/A,1,12153,N/A,-0.949,1761,0.03,0.12,1.88,1.88,0.97,nan,0.132
anryze,12 Sep 2017,12 Oct 2017,30,238,2,blockchain,13,1759099,6065859,0.29,0.02,1018,1,N/A,0.5,0.291,670261,0.23,0.14,2.27,2.27,-0.006,nan,0.015
sisa,20 Nov 2017,20 Dec 2017,30,169,12,fintech,5,N/A,N/A,N/A,0.23,719,1,2981,N/A,-0.488,32828,-0.02,0.09,1.49,1.49,-0.047,nan,0.029
ox-fina,1 Jul 2017,31 Jul 2017,30,311,10,blockchain,N/A,N/A,N/A,N/A,0.07,N/A,1,866,N/A,-0.505,14630,0.2,0.09,1.39,1.39,-0.442,nan,0.048
fapcoin,15 Sep 2017,31 Oct 2017,46,219,12,entertainment,N/A,N/A,N/A,N/A,0.3,N/A,1,N/A,N/A,-0.463,32723,0.1,0.08,1.3,1.3,0.255,nan,0.035
plexcoin,20 Sep 2017,01 Oct 2017,11,249,12,fintech,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0,27979,0.04,0.07,1.16,1.16,-0.598,nan,0.01
solomonexchange,N/A,27 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
hackspacecapital,N/A,20 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
impakfinance,N/A,20 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
modum.io,N/A,22 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
detectortoken,N/A,20 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
silentnotary,N/A,18 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
intelligenttradingtech,N/A,17 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
kybernetwork,N/A,16 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
kickico,N/A,16 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
smartinvestmentfundtoken,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
trackr,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
facecoin,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
icobox,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
social(scl),N/A,14 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
enigmacatalyst,N/A,12 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
ahoolee,N/A,11 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
stuffgogo,N/A,11 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
prospector,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
onegram,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
filecoin,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
alpencoin,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
hubii,N/A,07 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
worldwideanonymousmessaging,N/A,06 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
indorse,N/A,06 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
finshicapital,N/A,31 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
moeda,N/A,31 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
xplay,N/A,30 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
paquarium,N/A,24 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
monsterbyte,N/A,04 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
coindash,N/A,04 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
district0xnetwork,N/A,01 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
11.97,N/A,31 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
rootproject,N/A,28 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
geofounders,N/A,26 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
primalbase,N/A,26 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
eros,N/A,23 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
gilgam,N/A,20 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
gilgam.es,N/A,20 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
coindash,N/A,17 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
sumerchain,N/A,17 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
bitquence,N/A,16 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
orocrypt,N/A,14 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
fuck,N/A,13 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
tezos,N/A,13 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
insurex,N/A,13 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
nimiq,N/A,12 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
leviarcoin,N/A,09 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
onplace,N/A,06 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
santiment,N/A,05 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
openanx,N/A,04 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
crypviser,N/A,04 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
rialto.ai,N/A,03 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
encryptotel,N/A,01 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
dcorp,N/A,29 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
air,N/A,29 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
21million,N/A,28 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
silvercoin,N/A,27 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
idice,N/A,26 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
nvo,N/A,25 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
masknetwork,N/A,24 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
footballcoin,N/A,23 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
internetofcoins,N/A,21 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
bidlend,N/A,14 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
superdao,N/A,13 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
aira,N/A,11 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
embermine,N/A,02 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
adel,N/A,01 Jun 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
basicattentiontoken,N/A,31 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
exscudo,N/A,31 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
mysteriumnetwork,N/A,30 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
e4row,N/A,22 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
vivacoin,N/A,21 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
bitcoingrowthfund,N/A,17 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
legendsroom,N/A,15 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
nexxus,N/A,08 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
quantumresistantledger,N/A,07 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
creativechain,N/A,01 May 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
apptrade,N/A,30 Apr 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
backtoearth,N/A,28 Apr 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
iex.ec,N/A,19 Apr 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
blockchaincapital,N/A,10 Apr 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
cosmosnetwork,N/A,06 Apr 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
cosmos,N/A,05 Apr 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
equibit,N/A,31 Mar 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
chainofpoints,N/A,31 Mar 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
cashscripter,N/A,30 Mar 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
augmentors,N/A,28 Feb 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
lykke(2ndround),N/A,27 Feb 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
contingency,N/A,27 Feb 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
dfinity,N/A,13 Feb 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
betking,N/A,31 Dec 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
ether.camp,N/A,22 Dec 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
virtualaccelerator,N/A,21 Dec 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
mysterium(1stround),N/A,18 Dec 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
vdice,N/A,15 Dec 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
beyondthevoid,N/A,30 Nov 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
massnetwork,N/A,30 Nov 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
arcadecity,N/A,29 Nov 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
etcwin,N/A,23 Nov 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
kibolotto,N/A,09 Nov 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
lykke(1stround),N/A,09 Oct 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
antshares,N/A,07 Sep 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
metaverse,N/A,05 Sep 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
icoo,N/A,30 Jul 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
breakoutcoin,N/A,07 Jul 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
plutus,N/A,01 Jun 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
mycelium(2ndround),N/A,17 May 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
thedao,N/A,01 May 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
projectdecorum,N/A,01 May 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
ionomy,N/A,01 Apr 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
digixglobal,N/A,29 Mar 2016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
spellsofgenesis,N/A,01 Sep 2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
neucoin,N/A,30 Apr 2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
dacplay,N/A,21 Feb 2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
getgems,N/A,04 Jan 2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100
storjcoinx,N/A,17 Aug 2014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100