coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
leverj,7 Nov 2017,7 Dec 2017,30.0,187.0,12,saas,6,13049080.0,50188769.0,0.26,0.15,3606,0,5152,0.6,0.817,47085,-0.136,-0.139,-2.207,-1.99,-0.001,8.342,-0.001,0.074
aphelion,15 Nov 2017,7 Dec 2017,22.0,187.0,12,fintech,13,4780661.0,6733325.0,0.71,0.2,13879,0,14676,N/A,0.456,63598,0.247,1.964,3.928,4.073,-0.536,-13.253,0.002,-0.09
domraider,12 Sep 2017,9 Oct 2017,27.0,246.0,5,saas,33,67200000.0,67200000.0,1.0,0.12,364,0,151,0.62,-0.461,13888,0.025,0.086,1.368,1.536,-0.034,-6.448,0.005,-0.045
ecobit,9 Apr 2017,15 Jun 2017,67.0,362.0,12,other,N/A,N/A,N/A,N/A,0.03,291,0,1138,N/A,0.078,41297,-0.038,-0.006,-0.093,0.397,-0.154,-8.466,0.009,0.023
graft,18 Jan 2018,18 Feb 2018,31.0,114.0,1,blockchain,4,3000000.0,25000000.0,0.12,0.28,5490,0,2651,N/A,-0.846,40067,-0.304,-0.006,-0.099,0.139,0.219,-6.906,0.002,-0.096
bitdegree,1 Dec 2017,29 Dec 2017,28.0,165.0,5,social services,22,22127834.0,22127834.0,1.0,0.08,16797,0,20481,0.72,5.711,693702,-0.199,0.049,0.786,0.837,-0.991,-3.501,0.008,-0.038
airtoken,19 Sep 2017,19 Oct 2017,30.0,236.0,1,telecommunications,6,15000000.0,15000000.0,1.0,0.02,904,0,6530,0.72,-0.313,303295,-0.244,0.028,0.44,0.66,0.004,-10.203,0.004,-0.07
investfeed,23 Jul 2017,7 Aug 2017,15.0,309.0,1,saas,11,3400000.0,N/A,N/A,0.0,N/A,0,N/A,N/A,0.0,78892,0.104,0.097,1.546,1.711,-0.329,-0.799,0.01,-0.026
axpire,8 Jan 2018,12 Jan 2018,4.0,151.0,1,other,4,20000000.0,20000000.0,1.0,0.1,8079,0,6518,0.44,0.324,292608,-0.233,-0.15,-2.381,-2.18,-0.616,-14.847,-0.011,-0.086
flixxo,24 Oct 2017,24 Nov 2017,31.0,200.0,10,saas,5,4731021.0,12130823.0,0.39,0.12,3741,0,6318,0.6,-0.038,106293,-0.04,0.169,2.68,2.808,0.063,-5.095,0.01,-0.05
faceter,15 Feb 2018,30 Mar 2018,43.0,74.0,11,other,9,28610352.0,40871931.0,0.7,0.0349,2028,0,51,N/A,-0.43,135291,-0.889,-1.539,-3.078,-2.617,-0.477,-1.209,-0.014,-0.024
rentberry,5 Dec 2017,28 Feb 2018,85.0,104.0,7,real estate,25,27500000.0,29891304.0,0.92,0.35,14542,0,26227,N/A,-0.806,294933,0.236,0.018,0.293,0.524,-0.396,-8.855,-0.0,-0.063
bezop,20 Dec 2017,10 Jan 2018,21.0,153.0,12,other,4,N/A,N/A,N/A,N/A,6855,0,N/A,0.22,0.0,281984,0.086,0.033,0.525,0.677,-0.174,4.254,0.01,-0.082
insurepal,16 Jan 2018,16 Jan 2018,0.0,147.0,5,saas,10,18000000.0,18000000.0,1.0,0.1,6434,0,11097,0.78,2.178,2442080,-0.206,-0.241,-3.829,-3.512,-0.219,-0.861,-0.013,-0.022
polyswarm,20 Feb 2018,22 Mar 2018,30.0,82.0,1,saas,7,25940000.0,49884615.0,0.52,0.0165,7642,0,16,0.72,-0.643,25413,0.401,0.049,0.77,1.087,-0.015,-6.098,0.002,-0.077
paragon,15 Sep 2017,15 Oct 2017,30.0,240.0,1,other,12,6000000.0,100000000.0,0.06,1.0,3793,0,N/A,N/A,-0.35,284896,-0.155,0.01,0.161,0.309,-0.16,-9.424,-0.001,-0.097
matryx,13 Sep 2017,12 Oct 2017,29.0,243.0,1,saas,15,1984347.0,9019759.0,0.22,0.29,1626,0,108,0.22,1.498,1031,0.206,0.114,1.803,1.881,-0.264,-25.613,0.015,-0.099
lendingblock,15 Apr 2018,22 Apr 2018,7.0,51.0,4,blockchain,6,10000000.0,10000000.0,1.0,0.02,7592,0,6267,0.4,0.548,458040,-0.225,-1.789,-3.579,-3.247,-0.347,-1.131,-0.023,-0.015
playkey,1 Nov 2017,1 Dec 2017,30.0,193.0,2,entertainment,6,10512361.0,105123610.0,0.1,1.76,9981,0,10081,0.76,-0.682,9317,0.438,0.137,2.177,2.312,-0.182,8.638,0.008,-0.022
fidelium,26 Feb 2018,26 Mar 2018,28.0,78.0,1,fintech,10,10000000.0,47619048.0,0.21,-0.07,N/A,0,2467,0.36,-4.111,76937,-0.028,-0.222,-0.444,-0.121,-0.464,-24.803,-0.021,-0.086
golos,30 Oct 2016,02 Dec 2016,33.0,557.0,12,telecommunications,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,10.7,701,-0.083,-0.007,-0.111,0.006,-0.103,-2.047,0.006,-0.056
helbiz,15 Feb 2018,4 Mar 2018,17.0,100.0,7,fintech,10,38646754.0,N/A,N/A,N/A,2182,0,49948,0.44,0.0,756160,0.161,1.281,2.561,2.667,-0.711,-42.398,0.015,-0.072
encrypgen,1 Jun 2017,18 Jul 2017,47.0,329.0,1,saas,4,10000005.0,N/A,N/A,0.03,N/A,0,4725,N/A,0.928,22870,0.437,0.239,3.795,3.872,-0.113,2.977,0.023,-0.032
patientory,31 May 2017,3 Jun 2017,3.0,374.0,1,saas,6,7200000.0,10285714.0,0.7,0.1,N/A,0,N/A,N/A,6.165,3256,0.081,0.086,1.366,1.49,-0.039,-2.908,0.006,-0.065
connectjob,12 Feb 2018,30 Apr 2018,77.0,43.0,7,saas,24,10437623.0,11997268.0,0.87,0.28,N/A,0,6420,0.62,-0.646,173329,-0.341,-2.706,-5.413,-4.959,-0.086,-5.713,-0.015,-0.045
adbank,15 Dec 2017,14 Jan 2018,30.0,149.0,1,saas,5,13962900.0,13962900.0,1.0,0.05,6734,0,6411,0.64,-0.167,1033600,-0.129,-0.151,-2.394,-2.1,-0.305,-6.306,-0.006,-0.046
atbcoin,15 Jul 2017,13 Sep 2017,60.0,272.0,12,other,N/A,20400000.0,N/A,N/A,0.9,2170,0,N/A,0.66,0.289,558166,-0.07,-0.016,-0.252,0.054,-0.094,-8.799,-0.001,-0.026
commerceblock,28 Nov 2017,19 Dec 2017,21.0,175.0,4,fintech,7,8820470.0,25201343.0,0.35,0.06,1772,0,263,N/A,-0.338,85105,0.169,1.34,2.681,2.877,-0.9,-14.076,0.004,-0.025
cargox,23 Jan 2018,4 Mar 2018,40.0,100.0,5,fintech,10,6766164.0,6975427.0,0.97,N/A,5690,0,5054,0.5,0.0,1317180,-0.057,-0.163,-2.595,-2.334,-0.258,0.095,-0.007,-0.044
spectiv,8 Dec 2017,31 Dec 2017,23.0,165.0,1,entertainment,8,7605767.0,10563565.0,0.72,0.5,N/A,3,3329,N/A,-0.966,118105,0.045,0.076,1.209,1.165,-0.055,1.335,0.005,0.003
nper,19 Jan 2018,31 Jan 2018,12.0,132.0,8,saas,8,N/A,N/A,N/A,0.2,N/A,0,6247,N/A,0.679,4371660,-0.239,-1.897,-3.793,-3.517,-0.256,-1.802,-0.03,-0.061
alis,1 Sep 2017,1 Oct 2017,30.0,254.0,8,saas,5,3705000.0,37050000.0,0.1,0.15,N/A,0,1748,0.6,0.413,337890,0.204,0.186,2.948,3.097,-0.103,-2.956,0.007,-0.034
eroscoin,11 Oct 2017,15 Nov 2017,35.0,209.0,12,other,7,N/A,N/A,N/A,0.05,N/A,0,N/A,0.42,1.938,8548340,0.077,-0.073,-1.166,-0.906,-0.009,-11.945,-0.003,-0.04
aventus,6 Sep 2017,6 Sep 2017,0.0,279.0,4,entertainment,7,18780000.0,18780000.0,1.0,3.66,259,0,N/A,0.6,0.202,950718,-0.315,-0.014,-0.218,-0.034,0.075,-5.819,0.0,-0.041
biocoin,1 Nov 2017,18 Feb 2018,109.0,114.0,2,other,9,16000000.0,16000000.0,1.0,16.0,324,0,1263,0.38,-0.999,41016,-0.108,-0.187,-2.965,-2.58,0.062,-10.64,-0.003,-0.051
coinfi,8 Feb 2018,18 Feb 2018,10.0,114.0,3,saas,8,15000000.0,15000000.0,1.0,0.15,19217,0,5024,N/A,1.384,21603900,-0.176,-0.166,-2.632,-2.389,-0.176,-3.674,-0.011,-0.066
snovio,30 Oct 2017,30 Nov 2017,31.0,194.0,2,fintech,13,2129106.0,10138600.0,0.21,0.01,19780,0,10580,0.44,-0.73,12041,0.477,0.233,3.704,3.775,0.032,-12.154,0.028,-0.077
ink-protocol,01 Feb 2018,28 Feb 2018,27.0,104.0,1,other,11,15000000.0,15000000.0,1.0,0.13,10166,0,4916,0.42,-0.303,280064,-0.225,-0.041,-0.655,-0.363,-0.244,-8.789,-0.008,-0.067
adshares,7 Jul 2017,12 Jan 2018,189.0,151.0,12,fintech,3,11900000.0,N/A,N/A,5.26,1136,0,2266,0.3,-0.927,7590,0.187,0.092,1.468,1.574,-0.022,-1.435,0.016,-0.04
wetrust,2 Mar 2017,14 Apr 2017,43.0,426.0,1,saas,9,4978366.0,N/A,N/A,0.06,N/A,5,10,N/A,0.305,165713,0.24,0.197,3.128,3.105,-0.023,-0.868,0.007,-0.013
bounty0x,1 Dec 2017,15 Dec 2017,14.0,179.0,12,saas,3,1602927.0,1602927.0,1.0,0.04,6874,0,14686,N/A,0.899,1059090,0.373,0.13,2.068,2.178,0.661,-6.459,0.011,-0.073
worldcore,14 Oct 2017,15 Dec 2017,62.0,179.0,5,saas,14,25000000.0,100000000.0,0.25,0.1,3081,0,N/A,0.52,0.146,151573,0.405,0.136,2.157,2.318,0.061,-6.669,0.001,-0.052
mysterium,30 May 2017,30 May 2017,0.0,378.0,1,saas,6,13325693.0,N/A,N/A,0.89,2661,0,12027,N/A,1.461,1632900,-0.128,0.026,0.409,0.615,-0.254,-2.094,0.001,-0.078
jet8,28 Feb 2018,14 Mar 2018,14.0,90.0,7,telecommunications,33,32700000.0,35934066.0,0.91,0.0974,29003,0,2108,N/A,-0.683,871036,-0.476,-0.029,-0.454,-0.221,0.374,-0.509,-0.006,-0.059
privatix,19 Oct 2017,16 Nov 2017,28.0,208.0,12,saas,11,2391939.0,14949619.0,0.16,3.3,1937,0,710,0.48,-0.055,99333,0.112,0.152,2.41,2.491,-0.1,17.345,0.023,0.005
apx,1 May 2017,21 May 2017,20.0,387.0,12,blockchain,N/A,2749185.0,2749185.0,1.0,0.6,N/A,0,5276,N/A,4.267,714525,0.202,0.074,1.175,1.389,-0.099,-3.846,0.007,-0.041
clearpoll,2 Oct 2017,26 Oct 2017,24.0,229.0,9,saas,10,N/A,1300000.0,N/A,0.13,918,0,120365,N/A,2.341,94539,-0.131,0.192,3.046,3.175,-0.17,-31.638,0.013,-0.096
aidcoin,16 Jan 2018,1 Feb 2018,16.0,131.0,6,blockchain,36,18632900.0,18632900.0,1.0,0.52,850,0,3183,N/A,0.545,1717320,-0.364,-0.229,-3.64,-3.286,-0.138,-7.332,-0.007,-0.068
target-coin,15 Jul 2017,31 Aug 2017,47.0,285.0,12,blockchain,5,20711412.0,69038040.0,0.3,0.05,N/A,0,1633,0.4,-0.164,69996,0.029,0.09,1.429,1.538,-0.246,-2.735,0.02,-0.026
bitcrystals,4 Aug 2015,3 Sep 2015,30.0,1013.0,6,blockchain,8,20510.0,146500.0,0.14,0.02,N/A,0,6142,N/A,-0.131,5586,-0.068,0.088,1.403,1.723,-0.066,-5.571,0.007,-0.049
dovu,3 Oct 2017,17 Oct 2017,14.0,238.0,4,saas,6,6644682.0,28889922.0,0.23,0.11,128,0,N/A,0.54,-0.169,106502,0.091,0.142,2.255,2.356,0.278,-17.905,0.011,-0.088
sportyco,21 Nov 2017,8 Dec 2017,17.0,186.0,5,fintech,10,5087896.0,15899675.0,0.32,0.12,12258,0,9007,N/A,0.812,31692,0.001,0.078,1.235,1.447,0.085,-2.958,0.0,-0.051
auctus,10 Apr 2018,20 Apr 2018,10.0,53.0,7,blockchain,12,3865575.0,3904621.0,0.99,0.28,8477,0,9879,0.72,1.642,1413630,0.165,1.31,2.62,2.846,0.105,-6.477,-0.01,-0.051
b2bx,2 Oct 2017,17 Nov 2017,46.0,207.0,2,saas,24,8078602.0,29920748.0,0.27,0.74,1931,0,3953,N/A,1.378,144393,-0.304,0.018,0.288,0.437,-0.265,-5.622,0.014,-0.028
linker-coin,25 Nov 2017,31 Dec 2017,36.0,163.0,6,blockchain,20,10133235.0,10133235.0,1.0,0.22,2260,0,N/A,N/A,-0.588,164191,0.026,0.206,0.412,0.61,-0.306,-8.401,-0.006,-0.04
devery,18 Jan 2018,19 Jan 2018,1.0,144.0,12,ecommerce,3,10000000.0,10000000.0,1.0,0.19,5227,0,2903,0.24,0.741,862413,-0.271,-0.127,-2.009,-1.789,0.299,1.7,-0.001,-0.059
ip-exchange,28 Feb 2018,05 Mar 2018,5.0,99.0,12,other,N/A,7904319.0,9299199.0,0.85,0.0122,6352,0,N/A,0.48,-0.483,539393,0.117,0.07,1.114,1.367,0.085,-12.109,0.003,-0.083
leadcoin,1 Mar 2018,11 Mar 2018,10.0,93.0,7,fintech,17,50000000.0,50000000.0,1.0,N/A,12489,0,1517,0.36,0.0,6963540,-0.017,0.001,0.013,0.129,-0.212,-3.889,-0.011,-0.055
travelflex,13 Dec 2017,11 Jan 2018,29.0,152.0,12,other,N/A,N/A,N/A,N/A,0.28,102,0,N/A,0.5,-0.267,29538,-0.181,-0.036,-0.565,-0.402,-0.09,-7.897,-0.002,-0.047
hoqu,27 Nov 2017,26 Feb 2018,91.0,106.0,4,fintech,5,18782400.0,32951579.0,0.57,0.17,14667,0,6189,0.84,-0.564,29097,-0.146,-0.038,-0.608,-0.34,-0.014,-3.92,-0.008,0.025
hubii-network,17 Aug 2017,31 Aug 2017,14.0,285.0,7,telecommunications,15,7130256.0,50930400.0,0.14,0.39,1269,0,4630,N/A,-0.493,23209,0.18,0.13,2.059,2.169,0.198,-4.253,0.028,-0.097
insights-network,28 Jan 2018,14 Feb 2018,17.0,118.0,7,blockchain,5,17376260.0,17376260.0,1.0,0.15,20546,0,N/A,0.3,-0.051,693393,-0.331,-0.042,-0.665,-0.375,-0.095,-9.02,-0.011,-0.075
tokia,4 Dec 2017,15 Mar 2018,101.0,89.0,4,fintech,3,30000000.0,N/A,N/A,1.0,8172,0,1681,0.5,-0.813,641864,-0.03,-0.24,-0.48,-0.334,-1.465,-3.504,-0.02,-0.063
aditus,30 Nov 2017,19 Dec 2017,19.0,175.0,7,saas,7,7100193.0,22188103.0,0.32,0.05,13280,0,N/A,0.44,-0.735,300285,0.401,3.182,6.363,6.509,0.1,-8.544,0.016,-0.062
opus,24 Jul 2017,24 Aug 2017,31.0,292.0,12,entertainment,11,5737250.0,19783621.0,0.29,0.04,1651,0,3697,0.86,0.299,37435,-0.076,0.0,0.006,0.153,-0.035,36.906,0.032,0.111
bitdice,15 Aug 2017,15 Sep 2017,31.0,270.0,10,other,1,8748793.0,24996551.0,0.35,0.1,737,0,3523,N/A,0.495,60084,0.111,0.184,2.919,3.223,-0.135,4.485,0.004,-0.035
sether,15 Jan 2018,15 Jan 2018,0.0,148.0,5,saas,15,28000000.0,N/A,N/A,N/A,7128,0,10986,0.32,0.0,46969,-0.093,-0.047,-0.753,-0.542,-0.242,2.29,-0.007,0.006
starbase,9 Nov 2017,24 Nov 2017,15.0,200.0,8,saas,5,8842000.0,10047727.0,0.88,0.1,N/A,0,182,0.64,0.078,11977,0.303,0.146,2.323,2.332,1.636,-38.069,0.241,0.018
peculium,21 Dec 2017,24 Jan 2018,34.0,139.0,5,fintech,5,9917634.0,9917634.0,1.0,0.01,8631,0,16532,0.64,-0.583,69616,0.004,0.051,0.804,1.029,0.146,1.222,0.005,-0.036
adhive,28 Feb 2018,14 Mar 2018,14.0,90.0,5,entertainment,10,17491749.0,17491749.0,1.0,0.17,15855,0,5592,0.82,-0.675,772548,0.127,1.012,2.023,2.229,-1.24,-4.997,-0.006,-0.033
tokes,2 Dec 2016,16 Jan 2017,45.0,512.0,1,blockchain,5,N/A,N/A,N/A,5.06,N/A,0,8646,N/A,-0.897,15471,0.252,0.183,2.909,3.11,-0.114,-2.936,0.011,-0.04
fidentiax,6 Nov 2017,5 Dec 2017,29.0,189.0,7,saas,8,1566283.0,2900524.0,0.54,0.93,2448,0,3977,0.22,-0.701,77268,0.26,0.068,1.082,1.202,-0.186,2.129,0.001,-0.035
verime,1 Mar 2018,31 Mar 2018,30.0,73.0,7,saas,12,21720000.0,30166667.0,0.72,N/A,38689,0,8989,0.48,0.0,95404,-0.309,-2.455,-4.911,-4.68,-0.483,-25.66,-0.032,-0.109
fintrux-network,07 Feb 2018,28 Feb 2018,21.0,104.0,7,other,6,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,102017,-0.054,-0.425,-0.849,-0.644,0.107,-3.477,-0.026,-0.04
fundrequest,20 Nov 2017,01 Dec 2017,11.0,193.0,5,blockchain,11,12121040.0,14964247.0,0.81,0.48,11351,0,13253,0.54,-0.491,55032,-0.253,-2.007,-4.015,-3.631,0.999,7.563,-0.026,-0.041
payfair,1 Nov 2017,30 Nov 2017,29.0,194.0,2,saas,8,18291.0,N/A,N/A,0.0,2774,0,2362,0.32,0.0,41498,0.159,0.226,3.594,3.684,0.644,-27.395,0.027,-0.11
dether,7 Feb 2018,9 Feb 2018,2.0,123.0,5,saas,8,13444650.0,13444650.0,1.0,0.2,2883,0,1313,0.5,-0.237,40103,-0.321,-0.105,-1.667,-1.424,0.501,-14.671,0.0,-0.069
bigbom,28 May 2018,10 Jun 2018,13.0,2.0,12,saas,13,6792000.0,6792000.0,1.0,0.0283,38886,0,N/A,0.72,-0.25,972645,-0.64,-1.109,-2.218,-2.037,0.555,2.591,-0.016,-0.061
zrcoin,11 May 2017,9 Jun 2017,29.0,368.0,2,blockchain,10,7000000.0,N/A,N/A,1.55,984,0,N/A,N/A,47.348,2303,0.076,0.03,0.474,0.538,-0.115,-22.016,0.006,-0.078
atlant,7 Sep 2017,1 Nov 2017,55.0,223.0,2,real estate,12,6663530.0,66635300.0,0.1,0.57,5092,0,4083,0.56,-0.308,323580,-0.27,0.043,0.675,0.863,-0.223,-3.367,0.004,-0.038
internxt,7 Sep 2017,28 Sep 2017,21.0,257.0,5,saas,5,220800.0,22080000.0,0.01,1.01,14211,0,2,N/A,2.129,294867,0.156,0.18,2.852,2.98,-0.085,-1.117,0.02,-0.018
publica,1 Nov 2017,16 Nov 2017,15.0,208.0,1,saas,21,1046210.0,1046210.0,1.0,0.1,1422,0,2315,N/A,1.547,1317120,-0.066,0.179,2.841,2.96,-0.049,-12.956,0.009,-0.096
experty,25 Jan 2018,25 Feb 2018,31.0,107.0,6,telecommunications,15,9468000.0,9468000.0,1.0,0.83,13767,0,15708,0.82,-0.207,1742640,-0.596,-0.117,-1.851,-1.59,-0.14,-14.431,-0.011,-0.011
starta,4 Jul 2017,3 Aug 2017,30.0,313.0,2,fintech,11,50000009.0,N/A,N/A,1.0,N/A,0,N/A,N/A,-0.204,6482,0.175,0.047,0.752,0.953,-0.6,44.44,0.027,0.2
voise,6 May 2017,6 Jun 2017,31.0,371.0,5,saas,N/A,64651.0,N/A,N/A,N/A,9025,0,24077,N/A,0.0,3629,0.285,0.194,3.08,3.152,-1.788,-8.88,0.085,-0.028
naviaddress,1 Mar 2018,31 Mar 2018,30.0,73.0,7,saas,6,16900000.0,20119048.0,0.84,0.05,99752,0,198,0.38,-0.518,194240,-2.171,-3.76,-7.52,-7.201,0.763,-9.287,-0.04,-0.118
invacio,12 Mar 2018,30 Apr 2018,49.0,43.0,4,fintech,14,1912074.0,31867900.0,0.06,1.0,975,0,4242,0.3,-0.857,336316,-0.21,-1.667,-3.334,-3.191,-0.176,-1.223,-0.044,-0.103
herocoin,14 Sep 2017,14 Oct 2017,30.0,241.0,5,other,7,2021034.0,15546415.0,0.13,0.0267,1958,0,N/A,0.52,-0.241,852325,0.298,0.161,2.563,2.628,-0.497,3.637,0.022,-0.022
viuly,1 Nov 2017,15 Nov 2017,14.0,209.0,5,entertainment,3,N/A,30000000.0,N/A,0.17,6587,0,6368,0.74,-0.967,14913,0.321,0.256,4.063,4.129,0.107,-12.752,0.028,-0.06
amlt,11 Dec 2017,29 Jan 2018,49.0,134.0,12,blockchain,15,19042042.0,19042042.0,1.0,0.39,4907,0,6646,0.38,-0.798,263017,-0.156,-0.009,-0.139,0.138,0.033,-4.083,-0.004,-0.058
autonio,22 Sep 2017,22 Oct 2017,30.0,233.0,12,fintech,6,N/A,10000000.0,N/A,0.1,4238,0,6848,N/A,-0.955,11004,0.359,0.269,4.274,4.328,-0.797,-5.438,0.04,-0.07
blockcat,15 Jul 2017,14 Aug 2017,30.0,302.0,1,saas,7,6284400.0,6284400.0,1.0,1.0,N/A,0,7972,0.42,0.08,28777,0.192,0.059,0.939,1.104,-0.193,-7.889,0.005,-0.039
blockpool,01 May 2017,30 Jun 2017,60.0,347.0,12,other,10,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,39542,-0.109,0.181,2.876,3.033,-0.027,-9.282,0.01,-0.047
hellogold,28 Aug 2017,2 Oct 2017,35.0,253.0,12,saas,19,5208991.0,N/A,N/A,0.05,10053,0,9332,0.3,-0.516,28580,0.002,0.145,2.304,2.401,-0.13,-1.769,0.021,-0.055
gatcoin,17 Dec 2017,5 Jan 2018,19.0,158.0,3,saas,17,14500000.0,14500000.0,1.0,0.2,3961,0,4423,0.54,-0.604,681451,-0.298,-0.233,-3.693,-3.429,-0.028,-1.906,-0.015,-0.064
digipulse,1 Oct 2017,31 Oct 2017,30.0,224.0,5,other,7,N/A,N/A,N/A,1.21,25137,0,6401,N/A,-0.116,4092,0.115,0.238,3.773,3.879,-0.136,-5.384,0.017,-0.022
iungo,7 Dec 2017,31 Jan 2018,55.0,132.0,5,saas,9,45978800.0,45978800.0,1.0,1.15,10593,0,5006,0.72,-0.587,885373,-0.158,-0.192,-3.049,-2.761,-0.06,-3.471,-0.012,-0.047
mywish,25 Oct 2017,25 Nov 2017,31.0,199.0,2,other,8,2670000.0,2696970.0,0.99,0.23,2335,0,4078,N/A,0.354,305113,0.142,0.177,2.814,2.968,0.262,-2.871,0.006,-0.033
eboost,13 Sep 2016,25 Oct 2016,42.0,597.0,12,other,N/A,N/A,N/A,N/A,0.2,N/A,0,N/A,N/A,-0.126,300469,0.238,0.133,2.105,2.09,0.091,4.206,0.013,0.005
cryptopay,2 Oct 2017,30 Oct 2017,28.0,225.0,4,blockchain,3,18148220.0,64815071.0,0.28,0.31,391,0,8673,0.48,0.243,380453,0.097,0.062,0.986,1.107,-0.323,6.48,0.003,-0.037
cryptoping,25 May 2017,24 Jun 2017,30.0,353.0,12,saas,N/A,2742420.0,N/A,N/A,0.28,2,0,10495,N/A,0.425,407237,-0.204,0.027,0.434,0.641,-0.072,3.619,0.013,-0.022
hush,2 May 2018,10 Jun 2018,39.0,2.0,5,blockchain,6,N/A,N/A,0.0,0.817,635,0,773,0.46,-0.949,69,0.014,0.159,2.518,2.577,-0.113,-2.897,0.029,-0.042
upfiring,3 Oct 2017,31 Oct 2017,28.0,224.0,12,saas,N/A,25848.0,N/A,N/A,0.05,N/A,0,N/A,0.38,7.382,362421,-0.261,0.211,3.355,3.446,-0.258,-1.814,0.015,-0.063
sense,7 Nov 2017,21 Nov 2017,14.0,203.0,1,telecommunications,7,15000000.0,15000000.0,1.0,0.1,2411,0,9051,0.44,-0.433,13019,0.027,-0.161,-2.557,-2.317,-0.264,-0.772,-0.004,-0.042
lampix,9 Aug 2017,18 Aug 2017,9.0,298.0,1,saas,13,14200000.0,59166667.0,0.24,0.26,1683,0,3399,0.4,-0.634,29039,0.073,0.059,0.935,1.174,-0.124,-5.067,0.005,-0.031
bonpay,31 Oct 2017,28 Nov 2017,28.0,196.0,4,fintech,4,10000000.0,N/A,N/A,0.9,970,0,10051,N/A,1.144,4834,-0.017,0.003,0.044,0.195,-0.105,-6.665,0.0,-0.023
vezt,4 Nov 2017,3 Dec 2017,29.0,191.0,1,entertainment,12,1378806.0,15320067.0,0.09,0.5,2793,0,5385,0.54,5.32,2379180,-0.141,-0.126,-2.002,-1.852,-0.53,-12.067,-0.011,-0.068
reftoken,17 Nov 2017,17 Dec 2017,30.0,177.0,5,fintech,8,N/A,48000000.0,N/A,14.0,2979,0,4277,N/A,-0.506,129535,0.221,0.098,1.563,1.608,-0.067,0.32,0.027,-0.046
flypme,19 Sep 2017,26 Sep 2017,7.0,266.0,5,other,1,1610000.0,N/A,N/A,0.07,22,0,N/A,0.38,1.578,15603,0.099,0.207,3.291,3.408,-0.573,-24.919,0.021,-0.042
