coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
eos,11 Jun 2017,26 Jun 2017,15.0,324.0,1,blockchain,4,4658000.0,N/A,N/A,0.99,51728,30,N/A,0.62,0.64,0.02,13613000,0.19,0.09,1.35,1.31,0.082,1.473,0.015,0.017
tron,07 Sep 2017,08 Sep 2017,1.0,250.0,3,blockchain,1,70000000.0,70000000.0,1.0,0.0,406,20,N/A,0.62,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
icon,22 Sep 2017,22 Sep 2017,0.0,236.0,8,transportation,41,42750000.0,42800000.0,1.0,0.11,20942,30,101210,0.5,0.44,3.52,71509,0.34,0.32,5.1,5.04,-0.09,-1.905,0.02,0.021
zilliqa,27 Dec 2017,04 Jan 2018,8.0,132.0,12,blockchain,N/A,22000000.0,22000000.0,1.0,0.0,29162,5,N/A,0.74,0.56,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
wanchain,01 Oct 2017,01 Nov 2017,31.0,196.0,3,blockchain,17,35990000.0,36000000.0,1.0,0.34,48257,0,N/A,0.54,0.46,11.38,189439000,0.18,1.41,2.83,2.79,-0.573,-1.582,0.011,0.012
populous,24 Jul 2017,24 Jul 2017,0.0,296.0,4,fintech,5,10220400.0,991001144.0,0.01,0.28,N/A,0,22760,0.82,0.56,10.89,2704070,0.2,0.11,1.69,1.62,-0.051,1.423,0.013,0.004
loopring,1 Aug 2017,16 Aug 2017,15.0,273.0,3,saas,3,120000.0,N/A,N/A,0.11,N/A,0,26901,0.6,0.6,-0.05,200829,-0.05,0.12,1.93,1.78,-0.149,-0.306,0.016,0.004
nebulas,8 Dec 2017,16 Dec 2017,8.0,151.0,1,saas,19,60000000.0,60000000.0,1.0,2.0,11937,0,22343,0.76,0.4,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dentacoin,1 Oct 2017,1 Nov 2017,31.0,196.0,5,insurance services,19,1923507.0,28800000.0,0.07,0.0,1437,0,110,0.6,0.62,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fusion,1 Feb 2018,10 Feb 2018,9.0,95.0,7,fintech,19,42185216.0,42200000.0,1.0,2.06,10186,0,7312,0.4,0.64,0.59,1440790,-0.04,0.12,1.87,1.59,-0.197,-3.041,0.016,0.037
substratum,14 Aug 2017,14 Sep 2017,31.0,244.0,1,blockchain,6,13800000.0,45000000.0,0.31,0.08,64,0,1192,0.4,0.64,-0.42,41819,0.29,0.28,4.47,4.29,-0.248,-5.367,0.02,0.009
cybermiles,21 Nov 2017,21 Dec 2017,30.0,146.0,1,saas,9,30881582.0,36680000.0,0.84,0.05,74497,0,218623,0.62,0.62,2.61,12580000,-0.09,0.01,0.22,0.07,-0.005,-1.388,0.007,0.045
dragonchain,2 Oct 2017,2 Nov 2017,31.0,195.0,1,saas,8,13193000.0,15807375.0,0.83,0.07,N/A,0,73373,0.3,0.58,2.85,1142060,0.37,0.26,4.08,3.94,0.11,-4.122,0.015,0.002
kin,12 Sep 2017,26 Sep 2017,14.0,232.0,1,saas,7,48594816.0,75000000.0,0.65,0.0,N/A,0,24400,0.58,0.52,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gifto,14 Dec 2017,14 Dec 2017,0.0,153.0,3,entertainment,13,10000000.0,10000000.0,1.0,0.1,58161,0,16398,0.48,0.62,2.49,44959800,0.32,0.12,1.93,1.78,-0.067,-6.367,0.01,0.031
electroneum,14 Sep 2017,20 Oct 2017,36.0,208.0,4,blockchain,14,39934610.0,40000000.0,1.0,0.01,48975,0,122658,0.44,0.48,6.74,2464330,-0.13,0.08,1.26,1.12,0.099,-3.714,0.002,0.011
revain,21 Aug 2017,4 Sep 2017,14.0,254.0,2,saas,11,8230000.0,N/A,N/A,0.05,2379,0,6493,0.46,0.66,0.56,107140,0.26,0.38,6.0,5.8,0.079,-1.592,0.018,0.003
monaco,18 May 2017,18 Jun 2017,31.0,332.0,6,fintech,4,54317000.0,N/A,N/A,3.8,7309,0,64681,0.78,0.52,-0.35,1549870,-0.1,0.2,3.1,3.02,0.043,1.204,0.016,0.014
neblio,6 Aug 2017,20 Aug 2017,14.0,269.0,1,fintech,2,2000000.0,N/A,N/A,0.21,N/A,0,N/A,0.44,0.7,2.0,257746,0.2,0.24,3.77,3.62,-0.127,-2.408,0.025,0.013
bnktothefuture,16 Feb 2018,16 Mar 2018,28.0,61.0,12,fintech,10,33000000.0,N/A,N/A,0.1,N/A,0,N/A,0.58,0.62,-0.22,40890,0.31,2.47,4.94,4.94,-0.063,0.0,0.027,-0.005
decentraland,8 Aug 2017,8 Aug 2017,0.0,281.0,10,entertainment,13,24137000.0,600000.0,1.0,0.02,N/A,0,3,0.7,0.62,0.24,688849,-0.21,-0.01,-0.19,-0.19,-0.13,-4.0,0.017,-0.026
bottos,31 Dec 2017,30 Jan 2018,30.0,106.0,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0.42,0.64,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
credits,15 Feb 2018,28 Feb 2018,13.0,77.0,7,saas,9,22570394.0,20000000.0,1.0,0.19,27559,0,18100,0.88,0.56,1.15,3014620,0.28,0.17,2.64,2.64,0.056,2.5,0.021,0.017
cindicator,12 Sep 2017,12 Oct 2017,30.0,216.0,2,blockchain,12,15000000.0,15000000.0,1.0,0.01,7999,0,38918,0.68,0.36,1.26,971989,-0.44,0.06,0.89,0.89,-0.145,-1.5,0.016,-0.021
quantstamp,17 Nov 2017,16 Dec 2017,29.0,151.0,1,fintech,10,31320000.0,31300000.0,1.0,0.07,24244,0,N/A,0.56,0.56,0.3,28481900,0.18,0.23,3.59,3.59,-0.307,5.5,0.014,-0.011
sophiatx,7 Dec 2017,17 Dec 2017,10.0,150.0,6,saas,21,23470356.0,82300000.0,0.29,0.07,5473,0,15537,0.72,0.62,5.51,2148170,0.35,0.08,1.19,1.19,-0.13,-0.5,0.007,0.007
bluzelle,18 Jan 2018,2 Feb 2018,15.0,103.0,7,saas,10,19500000.0,19500000.0,1.0,0.12,23630,0,31958,0.96,0.56,4.65,41214300,0.11,-0.0,-0.02,-0.02,-0.673,-5.0,0.008,-0.011
arcblock,3 Feb 2018,3 Feb 2018,0.0,102.0,1,blockchain,4,45000000.0,45000000.0,1.0,0.5,39190,0,31655,0.72,0.66,1.54,94865600,-0.38,0.07,1.09,1.09,-0.075,0.0,0.001,-0.011
ignis,5 Aug 2017,14 Oct 2017,70.0,214.0,5,other,3,21600000.0,60562000.0,0.36,0.04,N/A,0,27072,0.52,0.46,56.75,18762,0.26,0.07,1.16,1.16,-1.248,-6.0,0.01,-0.017
origintrail,15 Jan 2018,17 Jan 2018,2.0,119.0,5,saas,11,21513600.0,21500000.0,1.0,0.1,9953,0,540,0.42,0.66,1.36,3901170,0.19,0.06,0.93,0.93,-0.188,0.5,0.013,0.039
ambrosus,22 Sep 2017,22 Oct 2017,30.0,206.0,6,insurance services,20,32507330.0,97800000.0,0.33,0.3,4190,0,16638,0.82,0.52,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
crypterium,31 Oct 2017,14 Jan 2018,75.0,122.0,5,fintech,15,51656963.0,47000000.0,1.0,0.75,34512,0,16117,0.82,0.54,2.08,183715,-0.38,-0.05,-0.75,-0.75,-0.263,-12.0,-0.001,0.019
zebi,05 Mar 2018,31 Mar 2018,26.0,46.0,7,fintech,17,8561100.0,8600000.0,1.0,0.03,15215,0,15924,0.46,0.6,2.87,5412550,1.01,1.75,3.51,3.51,-0.229,-5.0,0.026,0.023
ethlend,25 Nov 2017,30 Nov 2017,5.0,167.0,5,blockchain,25,17860000.0,17900000.0,1.0,0.02,19326,0,45554,0.5,0.58,-0.07,728686,0.43,0.26,4.09,4.09,-0.304,1.5,0.018,-0.026
crypto20,16 Oct 2017,30 Nov 2017,45.0,167.0,1,fintech,6,37698373.0,75000000.0,0.5,1.0,N/A,0,9585,0.6,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
medibloc,27 Nov 2017,15 Dec 2017,18.0,152.0,7,saas,17,21271251.0,30000000.0,0.71,0.01,5127,0,8032,0.6,0.6,0.99,645796,0.53,0.13,1.99,1.99,-0.412,0.5,0.01,-0.028
blockv,19 Oct 2017,25 Oct 2017,6.0,203.0,1,saas,17,21599100.0,40000000.0,0.54,0.02,3742,0,6353,0.6,0.5,0.08,492028,0.34,0.23,3.6,3.6,-0.003,-1.5,0.012,-0.024
datx,11 Feb 2018,11 Mar 2018,28.0,66.0,7,other,9,44150000.0,44200000.0,1.0,0.04,27230,0,47278,0.46,0.64,-0.31,612568,-0.28,0.09,1.45,1.45,0.307,5.0,0.014,0.023
cube,16 Feb 2018,15 Mar 2018,27.0,62.0,4,saas,12,N/A,N/A,N/A,N/A,1674,0,6103,0.26,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
telcoin,11 Dec 2017,30 Dec 2017,19.0,137.0,8,blockchain,19,25000000.0,25000000.0,1.0,0.0,20719,0,24774,0.4,0.62,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bread,16 Dec 2017,24 Dec 2017,8.0,143.0,6,blockchain,5,20021300.0,20000000.0,1.0,0.78,46239,0,52955,0.6,0.46,1.42,56455400,0.23,-0.03,-0.47,-0.47,-0.054,2.0,-0.002,-0.019
wepower,1 Feb 2018,2 Feb 2018,1.0,103.0,7,saas,20,40000000.0,40000000.0,1.0,0.13,53415,0,35939,0.84,0.36,0.35,782690,-0.0,-0.04,-0.7,-0.7,-0.062,-4.0,-0.002,-0.023
appcoins,13 Dec 2017,20 Dec 2017,7.0,147.0,7,saas,18,15300000.0,15300000.0,1.0,0.27,11860,0,27541,0.58,0.5,12.07,124119000,-0.07,-0.12,-1.97,-1.97,-0.116,1.5,-0.007,-0.025
banca,26 Feb 2018,26 Feb 2018,0.0,79.0,7,other,17,20000000.0,20000000.0,1.0,0.0,8431,0,6405,0.42,0.56,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
utrust,2 Nov 2017,20 Nov 2017,18.0,177.0,6,saas,26,21000000.0,21000000.0,1.0,0.07,13283,0,28218,0.92,0.64,1.99,3956620,0.34,0.08,1.25,1.25,-0.547,-4.0,0.004,-0.025
wabi,28 Nov 2017,1 Dec 2017,3.0,166.0,2,ecommerce,10,11500000.0,11500000.0,1.0,0.24,8521,0,35065,0.42,0.62,4.79,26744800,0.21,0.1,1.56,1.56,-0.169,-1.5,0.006,-0.019
tierion,27 Jul 2017,28 Jul 2017,1.0,292.0,1,saas,11,25000000.0,25000000.0,1.0,0.07,4607,0,N/A,0.94,0.42,2.33,1142210,-0.11,-0.15,-2.38,-2.38,-0.252,-1.5,0.006,-0.019
modum,1 Sep 2017,22 Oct 2017,51.0,206.0,6,saas,17,13350000.0,16400000.0,0.81,1.0,2238,0,14279,0.4,0.5,-0.37,119265,0.35,0.25,3.9,3.9,-0.164,5.0,0.016,-0.015
bitrent,1 Dec 2017,31 Mar 2018,120.0,46.0,4,saas,19,14627210.0,N/A,N/A,N/A,13012,0,6665,0.74,0.64,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
havven,28 Feb 2018,7 Mar 2018,7.0,70.0,9,blockchain,27,30000000.0,30000000.0,1.0,0.5,67930,0,10837,0.26,0.62,-0.04,1203240,-0.09,0.12,1.92,1.92,-0.05,-6.0,0.011,0.026
qlink,27 Dec 2017,27 Jan 2018,31.0,109.0,7,transportation,14,19270800.0,19300000.0,1.0,0.1,9577,0,252,0.64,0.52,1.9,9911000,0.18,0.03,0.42,0.42,-0.41,-4.5,0.001,-0.02
storiqa,28 Nov 2017,29 Jan 2018,62.0,107.0,3,saas,11,25000000.0,25000000.0,1.0,0.01,30080,0,10208,0.2,0.54,-0.72,271889,-0.09,0.11,1.8,1.8,-0.357,-3.0,0.012,0.054
etherparty,1 Oct 2017,29 Oct 2017,28.0,199.0,1,blockchain,26,33732274.0,65000000.0,0.52,0.1,6087,0,2,0.68,0.58,-0.57,180346,0.13,0.24,3.75,3.75,0.024,-0.5,0.013,-0.029
datum,29 Oct 2017,29 Nov 2017,31.0,168.0,6,saas,18,7581120.0,29400000.0,0.26,0.02,8181,0,36904,0.34,0.64,0.4,160521,0.6,0.18,2.92,2.92,-0.113,1.0,0.009,-0.011
lamden,1 Dec 2017,3 Jan 2018,33.0,133.0,6,fintech,15,10000000.0,10000000.0,1.0,0.09,9336,0,N/A,0.36,0.5,6.43,937600,0.03,-0.05,-0.83,-0.83,-0.31,18.0,0.001,0.016
tokenomy,15 Jan 2018,5 Feb 2018,21.0,100.0,12,blockchain,17,26000000.0,N/A,N/A,0.18,2216,0,30,0.64,0.6,1.3,2372070,-0.57,-0.12,-1.94,-1.94,-0.018,-1.5,-0.005,-0.005
decentbet,21 Sep 2017,19 Oct 2017,28.0,209.0,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0.42,0.8,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
viberate,5 Sep 2017,5 Sep 2017,0.0,253.0,5,entertainment,34,12000000.0,1.0,1.0,0.1,5701,0,32117,0.56,0.4,1.75,1490480,-0.19,-0.08,-1.24,-1.24,-0.165,-2.5,0.006,-0.011
refereum,12 Feb 2018,12 Mar 2018,28.0,65.0,1,saas,14,32252400.0,32300000.0,1.0,0.02,99956,0,54122,0.32,0.5,0.02,1161020,-0.26,-0.04,-0.56,-0.56,0.114,15.0,-0.001,0.007
universa,27 Oct 2017,27 Nov 2017,31.0,170.0,2,saas,25,28559233.0,99000000.0,0.29,0.01,14369,0,1134,0.7,0.52,4.16,763454,-0.49,-0.13,-1.99,-1.99,-0.302,-7.0,-0.009,-0.019
medicalchain,1 Feb 2018,1 Feb 2018,0.0,104.0,4,insurance services,10,23991953.0,24000000.0,1.0,0.25,27573,0,15838,0.64,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
coinpoker,19 Jan 2018,26 Jan 2018,7.0,110.0,12,entertainment,15,52712179.0,N/A,N/A,0.29,4210,0,4924,0.86,0.56,-0.66,350963,-0.38,-0.01,-0.18,-0.18,-0.604,-8.0,0.009,0.068
cobinhood,13 Sep 2017,22 Oct 2017,39.0,206.0,12,blockchain,5,13078406.0,25000000.0,0.52,0.05,12120,0,44221,0.2,0.66,0.03,41446,0.22,0.25,3.91,3.91,0.159,-0.5,0.014,0.002
datawallet,5 Feb 2018,7 Mar 2018,30.0,70.0,1,other,13,39436870.0,40000000.0,0.99,0.18,6369,0,5556,0.42,0.48,-0.23,122971,-0.14,-0.14,-2.24,-2.24,0.301,-2.0,0.002,0.023
bankex,28 Nov 2017,28 Dec 2017,30.0,139.0,1,fintech,9,70600000.0,140000.0,1.0,1.48,6384,0,7693,0.82,0.46,0.92,371912,-0.43,-0.22,-3.5,-3.5,-0.102,5.0,-0.012,-0.005
propy,15 Aug 2017,15 Sep 2017,31.0,243.0,1,real estate,11,15000000.0,N/A,N/A,1.0,N/A,0,N/A,0.98,0.54,-0.25,26854,-0.1,-0.03,-0.52,-0.52,-0.047,1.5,0.012,-0.015
coss,8 Aug 2017,6 Sep 2017,29.0,252.0,7,saas,24,2500000.0,N/A,N/A,0.02,N/A,0,200,0.48,0.3,1.28,116130,0.39,0.12,1.9,1.9,0.08,-4.0,0.018,-0.021
stox,2 Aug 2017,4 Aug 2017,2.0,285.0,7,fintech,20,148000.0,N/A,N/A,1.86,8516,0,13540,0.48,0.58,-0.35,1294120,0.4,0.04,0.7,0.7,-0.094,4.0,0.003,0.039
agrello,16 Jul 2017,17 Aug 2017,32.0,272.0,5,saas,13,30100000.0,4.0,1.0,0.43,4813,0,14787,0.8,0.64,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
karma,29 Nov 2017,15 Dec 2017,16.0,152.0,2,fintech,15,1000000.0,10000000.0,0.1,0.01,1218,0,4163,0.44,0.66,5.91,150439,-0.01,-0.17,-2.67,-2.67,-0.429,4.5,-0.006,-0.002
monetha,31 Aug 2017,31 Aug 2017,0.0,258.0,5,fintech,11,35910000.0,35900000.0,1.0,0.16,4663,0,18960,0.68,0.4,0.78,2743890,-0.15,-0.11,-1.76,-1.76,-0.17,-1.5,0.004,-0.024
mothership,7 Jul 2017,21 Jul 2017,14.0,299.0,5,saas,10,5408000.0,N/A,N/A,0.04,N/A,0,485,0.6,0.7,0.01,88727,0.49,0.24,3.74,3.74,-0.059,-2.0,0.01,-0.031
dmarket,14 Nov 2017,01 Dec 2017,17.0,166.0,2,entertainment,4,19026768.0,53300000.0,0.36,0.63,3461,0,7265,0.68,0.38,0.54,18992,-0.03,0.06,1.02,1.02,0.139,5.5,0.011,-0.024
selfkey,14 Jan 2018,14 Jan 2018,0.0,122.0,7,fintech,48,21776392.0,21800000.0,1.0,0.01,11580,0,N/A,0.74,0.48,5.65,31248100,-0.52,-0.26,-4.06,-4.06,-0.272,-2.5,-0.013,-0.014
dimcoin,1 Jul 2017,27 Aug 2017,57.0,262.0,11,fintech,20,14005746.0,13500000.0,1.0,0.01,3037,0,N/A,0.68,0.58,23.56,1409400,-0.49,-0.22,-3.44,-3.44,0.125,-12.0,-0.005,-0.022
indahash,29 Nov 2017,20 Dec 2017,21.0,147.0,5,saas,15,42715825.0,67000000.0,0.64,0.21,11960,0,9941,0.84,0.52,1.93,3113160,-0.2,-0.11,-1.73,-1.73,-0.338,-1.5,-0.009,0.016
blockport,31 Jan 2018,27 Jan 2018,-4.0,109.0,12,fintech,N/A,2000.0,15000000.0,0.0,0.35,26777,0,N/A,0.42,0.6,0.25,1024180,-0.0,0.07,1.04,1.04,-0.208,-4.5,0.005,-0.014
blackmoon,12 Sep 2017,12 Oct 2017,30.0,216.0,12,blockchain,14,30000000.0,30000000.0,1.0,1.0,3566,0,6468,0.46,0.5,-0.16,592273,0.01,-0.11,-1.71,-1.71,-0.08,3.5,0.005,-0.002
polyswarm,20 Feb 2018,22 Mar 2018,30.0,55.0,1,saas,7,25930000.0,50000000.0,0.52,0.02,7871,0,16,0.72,0.54,-0.71,25413,0.41,3.28,6.56,6.56,-0.067,-1.5,0.029,0.002
cappasity,22 Feb 2018,22 Mar 2018,28.0,55.0,1,saas,5,5100000.0,20000000.0,0.26,0.15,60784,0,8758,0.62,0.4,-0.78,887638,0.12,0.17,2.68,2.68,0.475,-3.0,0.016,-0.038
covesting,24 Nov 2017,15 Jan 2018,52.0,121.0,7,saas,12,18750000.0,18800000.0,1.0,1.44,8969,0,10197,0.82,0.52,1.15,328108,-0.21,-0.12,-1.95,-1.95,-0.247,0.0,-0.005,-0.018
aeron,19 Sep 2017,30 Oct 2017,41.0,198.0,10,transportation,11,4897723.0,30000000.0,0.16,0.5,20001,0,30235,0.5,0.64,-0.19,8757,0.13,0.16,2.58,2.58,0.13,-2.5,0.031,-0.036
hacken,31 Oct 2017,30 Nov 2017,30.0,167.0,2,blockchain,8,70000002.0,N/A,N/A,1.0,1958,0,8678,0.74,0.7,5.77,320959,0.16,0.07,1.05,1.05,0.13,-4.0,0.011,-0.001
bitclave,29 Nov 2017,29 Nov 2017,0.0,168.0,1,saas,19,25547000.0,25500000.0,1.0,0.1,11069,0,22728,0.66,0.56,0.5,957302,0.12,-0.01,-0.23,-0.23,0.001,-3.0,-0.002,-0.014
latoken,22 Aug 2017,10 Oct 2017,49.0,218.0,7,fintech,35,18880673.0,40000000.0,0.47,0.42,5505,0,7911,0.44,0.52,-0.33,163778,-0.05,0.11,1.73,1.73,-0.051,1.0,0.007,-0.009
envion,15 Dec 2017,14 Jan 2018,30.0,122.0,6,blockchain,12,100000000.0,105.0,1.0,0.7,22769,0,21582,0.66,0.68,0.38,168394,-0.22,-0.13,-2.0,-2.0,-0.301,-10.5,-0.014,-0.055
matryx,13 Sep 2017,12 Oct 2017,29.0,216.0,1,saas,15,1984347.0,9000000.0,0.22,0.29,1570,0,110,0.22,0.68,1.5,1031,0.21,0.11,1.8,1.8,-0.218,-20.0,0.025,-0.019
divi,25 Oct 2017,21 Nov 2017,27.0,176.0,12,other,15,2592000.0,2000000.0,1.0,0.62,2074,0,N/A,0.66,0.52,0.36,56068,0.17,0.24,3.82,3.82,-0.208,-3.0,0.016,-0.016
sureremit,10 Jan 2018,10 Feb 2018,31.0,95.0,1,saas,11,10000000.0,10.0,1.0,0.02,2046,0,4401,0.34,0.64,0.83,35294,-0.22,0.02,0.31,0.31,-0.561,-8.5,0.006,-0.025
domraider,12 Sep 2017,9 Oct 2017,27.0,219.0,5,saas,33,67200000.0,67200000.0,1.0,0.12,359,0,154,0.62,0.46,-0.46,13888,0.02,0.09,1.36,1.36,-0.045,-1.5,0.008,0.007
maecenas,7 Sep 2017,8 Oct 2017,31.0,220.0,4,saas,8,15375432.0,18900000.0,0.81,0.66,916,0,2227,0.38,0.4,-0.3,11868,0.09,0.17,2.68,2.68,-0.22,21.0,0.025,0.042
swissborg,7 Dec 2017,10 Jan 2018,34.0,126.0,6,blockchain,13,50000000.0,50000000.0,1.0,0.1,4781,0,11221,0.3,0.6,0.03,115322,-0.35,-0.18,-2.92,-2.92,-0.222,-4.0,-0.01,-0.016
docademic,29 Jan 2018,15 Apr 2018,76.0,31.0,10,insurance services,11,1100000.0,N/A,N/A,0.02,6476,0,5592,0.26,0.8,0.18,716822,1.51,2.62,5.24,5.24,9.203,0.625,0.278,0.166
cashaa,6 Nov 2017,6 Dec 2017,30.0,161.0,4,fintech,11,11110000.0,32000000.0,0.35,0.1,7646,0,388,0.58,0.6,0.18,34753,-0.23,-0.13,-2.14,-1.97,0.144,0.875,-0.01,-0.001
