age,region,industry,hardcap,raised,telegram,team,N_google_news,price,ret_ico_to_day_one
96,5,2,6975427.0,6766164.0,5702.0,10.0,1.0,0.8607916409000721,0.0
145,1,4,13962900.0,13962900.0,6628.0,5.0,1.0,0.05,-0.16699999999999998
143,5,4,18000000.0,18000000.0,6458.0,24.0,7.0,0.1,2.178
110,3,4,15000000.0,15000000.0,19344.0,15.0,1.0,0.15,1.3840000000000001
69,7,4,20119048.0,16900000.0,99970.0,6.0,2.2297417985057035,0.05,-0.518
190,2,2,10138600.0,2129106.0,19870.0,13.0,3.0,0.01,-0.73
128,8,4,34566584.30097836,13881450.0,7348.945986307265,15.0,1.0,0.2,0.679
159,1,1,10563565.0,7605767.0,7348.945986307265,8.0,2.0,0.5,-0.966
140,12,8,10000000.0,10000000.0,5260.0,6.0,4.0,0.19,0.741
325,1,4,18035526.83829695,10000005.0,7348.945986307265,7.0,1.0,0.03,0.9279999999999999
281,12,0,69038040.0,20711412.0,14851.802682820096,4.0,1.0,0.05,-0.16399999999999998
175,12,4,1602927.0,1602927.0,6815.0,8.0,1.0,0.04,0.899
100,1,7,15000000.0,15000000.0,10254.0,14.0,1.3894606962523557,0.13,-0.303
127,6,0,18632900.0,18632900.0,4354.0,36.0,1.0,0.52,0.545
149,12,7,34566584.30097836,13881450.0,6954.0,4.0,1.0,0.9121706080373091,0.0
47,4,0,10000000.0,10000000.0,7664.0,6.0,5.0,0.02,0.5479999999999999
74,1,2,47619048.0,10000000.0,7348.945986307265,18.0,1.0,-0.07,-4.111000000000001
234,4,4,28889922.0,6644682.0,128.0,6.0,2.0,0.11,-0.16899999999999998
420,1,4,16433424.706358928,4978366.0,7348.945986307265,9.0,1.0,0.06,0.305
175,5,4,100000000.0,25000000.0,3054.0,14.0,8.0,0.1,0.146
110,2,7,16000000.0,16000000.0,323.0,18.0,5.0,16.0,-0.9990000000000001
203,2,4,29920748.0,8078602.0,1942.0,22.0,7.0,0.74,1.3780000000000001
275,4,1,18780000.0,18780000.0,259.0,7.0,1.0,3.66,0.20199999999999999
86,7,5,35934066.0,32700000.0,29178.0,51.0,1.0,0.0974,-0.6829999999999999
205,12,7,34566584.30097836,13881450.0,7348.945986307265,7.0,1.0,0.05,1.9380000000000002
171,4,2,25201343.0,8820470.0,1761.0,13.0,3.0,0.06,-0.33799999999999997
1009,6,0,146500.0,20510.0,5395.366926923923,7.0,4.0,0.02,-0.131
96,7,2,45931858.05932918,38646754.0,2117.0,13.0,1.0,0.8604840901386183,0.0
147,12,2,34566584.30097836,11900000.0,1132.0,2.0,1.0,5.26,-0.927
250,8,4,37050000.0,3705000.0,7769.65093136221,5.0,1.0,0.15,0.413
182,5,2,15899675.0,5087896.0,12297.0,19.0,1.0,0.12,0.812
189,5,0,14964247.0,12121040.0,11447.0,11.0,0.0,0.48,-0.491
204,12,4,14949619.0,2391939.0,1936.0,16.0,3.0,3.3,-0.055
374,1,4,34566584.30097836,13325693.0,2672.0,8.0,1.0,0.89,1.4609999999999999
225,9,4,1300000.0,13881450.0,911.0,9.0,2.0,0.13,2.3409999999999997
95,12,7,9299199.0,7904319.0,6369.0,12.100648412515675,2.317412370806332,0.0122,-0.483
159,6,0,10133235.0,10133235.0,2258.0,20.0,2.317412370806332,0.22,-0.588
102,4,2,32951579.0,18782400.0,14735.0,5.0,3.0,0.17,-0.564
-2,12,4,6792000.0,6792000.0,39335.0,13.0,2.317412370806332,0.0283,-0.25
268,12,7,34566584.30097836,20400000.0,2181.0,13.474824209645888,3.0,0.9,0.289
89,7,2,50000000.0,50000000.0,12385.0,17.0,2.0,0.8604840901386183,0.0
114,7,0,17376260.0,17376260.0,20730.0,3.0,0.0,0.15,-0.051
185,7,4,2900524.0,1566283.0,2464.0,8.0,1.0,0.93,-0.701
171,7,4,22188103.0,7100193.0,13394.0,15.0,1.0,0.05,-0.735
49,7,0,3904621.0,3865575.0,8567.0,12.0,3.0,0.28,1.642
190,2,4,11582610.615360258,18291.0,2765.0,8.0,5.0,0.0,0.0
85,4,2,42227032.326398775,30000000.0,8229.0,7.0,0.0,1.0,-0.813
100,7,7,34566584.30097836,13881450.0,7348.945986307265,6.0,1.3894606962523557,0.9121706080373091,0.0
204,1,4,1046210.0,1046210.0,1452.0,21.0,3.0,0.1,1.547
119,5,4,13444650.0,13444650.0,6766.0,8.0,1.0,0.2,-0.237
135,5,2,9917634.0,9917634.0,8662.0,52.0,3.0,0.01,-0.583
148,12,7,34566584.30097836,13881450.0,102.0,11.78575519762246,3.0,0.28,-0.267
86,5,1,17491749.0,17491749.0,15968.0,17.0,1.0,0.17,-0.675
288,12,1,19783621.0,5737250.0,1643.0,11.0,1.0,0.04,0.299
508,1,0,34566584.30097836,13881450.0,7348.945986307265,3.0,1.0,5.06,-0.897
253,5,4,22080000.0,220800.0,14461.0,5.0,2.0,1.01,2.129
39,4,2,31867900.0,1912074.0,897.0,14.0,0.0,1.0,-0.857
130,12,0,19042042.0,19042042.0,4932.0,18.0,0.0,0.39,-0.7979999999999999
364,2,0,18035526.83829695,7000000.0,973.0,11.0,7.0,1.55,47.348
205,5,1,30000000.0,13881450.0,6604.0,3.0,1.0,0.17,-0.9670000000000001
266,10,7,24996551.0,8748793.0,736.0,1.0,3.0,0.1,0.495
219,2,9,66635300.0,6663530.0,5119.0,12.0,5.0,0.57,-0.308
144,5,4,42227032.326398775,28000000.0,6968.0,14.0,2.0,0.8604840901386183,0.0
367,5,4,11582610.615360258,64651.0,9058.0,7.02733916083916,6.0,0.8279986571179905,0.0
154,3,4,14500000.0,14500000.0,3963.0,17.0,1.0,0.2,-0.604
103,6,5,9468000.0,9468000.0,13859.0,15.0,7.0,1.05,-0.373
251,7,9,33139284.0,10604571.0,2001.0,4.0,7.0,1.38,-0.268
249,12,4,16433424.706358928,5208991.0,1509.0,19.0,1.0,0.05,-0.516
229,12,2,10000000.0,13881450.0,4248.0,9.0,1.0,0.1,-0.955
237,5,7,15546415.0,2021034.0,1961.0,7.0,1.0,0.0267,-0.24100000000000002
220,5,7,34566584.30097836,13881450.0,25256.0,6.0,2.0,1.21,-0.11599999999999999
128,5,4,45978800.0,45978800.0,10636.0,14.0,1.0,1.15,-0.5870000000000001
221,4,0,64815071.0,18148220.0,371.0,3.0,5.0,0.31,0.243
298,1,4,6284400.0,6284400.0,7348.945986307265,7.0,1.0,1.0,0.08
591,12,7,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,1.0,0.2,-0.126
220,12,4,11582610.615360258,25848.0,5395.366926923923,7.02733916083916,1.0,0.05,7.382000000000001
69,7,4,30166667.0,21720000.0,38927.0,18.0,1.0,0.8604840901386183,0.0
-2,5,0,34566584.30097836,13881450.0,631.0,12.0,2.0,0.8170000000000001,-0.9490000000000001
349,12,4,15412846.790607298,2742420.0,2.0,12.100648412515675,8.0,0.28,0.425
196,8,4,10047727.0,8842000.0,7348.945986307265,5.0,1.0,0.1,0.078
199,1,5,15000000.0,15000000.0,2416.0,7.0,1.0,0.1,-0.433
81,7,2,34764286.0,24335000.0,6814.0,5.0,4.0,0.1,-0.8740000000000001
187,1,1,15320067.0,1378806.0,2811.0,19.0,1.0,0.5,5.32
192,2,4,20000000.0,8000000.0,1965.0,8.0,1.0,1.0,0.5
195,2,7,2696970.0,2670000.0,2355.0,8.0,1.0,0.23,0.354
294,1,4,59166667.0,14200000.0,1680.0,13.0,1.0,0.26,-0.634
85,1,4,19903733.0,9155717.0,10061.0,9.0,5.0,0.12,-0.612
173,5,2,48000000.0,13881450.0,2862.0,8.0,1.0,14.0,-0.506
175,7,2,30206571.0,4228920.0,4747.0,7.0,1.0,0.31,12.097000000000001
118,5,2,61596489.0,11087368.0,8399.0,4.0,5.0,1.19,-0.648
391,4,4,11582610.615360258,1216178.0,6069.0,3.0,1.0,1.14,0.9209999999999999
192,4,2,18035526.83829695,10000000.0,969.0,4.0,2.0,0.9,1.1440000000000001
142,7,7,16433424.706358928,4800000.0,7769.65093136221,12.100648412515675,1.0,0.8279986571179905,0.0
95,5,2,15724444.0,2830400.0,6218.0,15.0,4.0,0.29,-0.833
214,1,0,16433424.706358928,5000000.0,6888.0,66.0,1.0,1.2,-0.657
205,12,4,49417304.0,11860153.0,7164.0,36.0,5.0,0.25,0.691
309,2,2,45931858.05932918,50000009.0,18986.10291817741,13.0,7.0,1.0,-0.204
202,12,2,30118814.0,10541585.0,5139.0,18.0,2.0,1.0,-0.326
197,1,4,19789496.0,4749479.0,736.0,16.0,2.317412370806332,0.043,-0.07
106,12,7,7290000.0,4374000.0,13695.0,5.0,1.0,0.0292,-0.677
147,5,2,5540235.0,3434946.0,7769.65093136221,6.0,1.0,0.0664,0.594
64,12,7,34566584.30097836,13881450.0,2436.0,11.78575519762246,1.0,0.22,-0.8140000000000001
209,2,2,40555556.0,7300000.0,11118.0,11.0,10.0,7.0,-0.634
286,4,4,8701844.0,1566332.0,796.0,6.0,4.0,0.15,1.49
184,7,4,2500000.0,2500000.0,3536.0,9.0,1.0,0.23,1.44
237,1,1,12881600.0,772896.0,5395.366926923923,8.0,1.0,1.47,-0.887
60,12,7,34566584.30097836,13881450.0,7348.945986307265,11.0,1.3894606962523557,0.9121706080373091,0.0
227,5,10,34566584.30097836,13881450.0,1514.0,11.0,1.0,1.79,12.200999999999999
93,7,2,45931858.05932918,50000000.0,38217.0,14.0,2.0,0.8604840901386183,0.0
68,5,0,8633217.0,1035986.0,5350.0,11.0,0.0,0.1125,-0.172
220,7,7,7540338.0,4901220.0,17570.0,4.0,1.0,0.42,-0.165
267,1,5,7000000.0,13881450.0,161.0,1.0,1.0,0.04,-0.287
39,4,4,29669011.0,10977534.0,6136.0,7.0,1.0,0.376,-0.625
149,1,1,3500000.0,3500000.0,1744.0,6.0,1.0,0.5,0.12300000000000001
256,12,2,18035526.83829695,7400000.0,7348.945986307265,3.0,1.0,0.1,108.4
322,2,0,9976312.0,3292183.0,729.0,5.0,7.0,0.04,-0.08
113,1,2,34566584.30097836,16000000.0,26788.604402622244,4.0,4.0,0.17,-0.8320000000000001
215,5,9,4450000.0,44500.0,13698.0,5.0,1.0,0.1,1.42
113,5,4,5037128.0,2518564.0,2712.0,6.0,1.0,0.2,-0.602
79,5,7,16433424.706358928,3800000.0,26060.0,16.0,1.0,1.6180299999999999,-0.631
164,3,4,53883120.0,2694156.0,15986.0,11.0,1.0,0.97,0.5770000000000001
206,5,8,40330807.0,6049621.0,4946.0,11.0,2.0,0.74,-0.6859999999999999
199,7,7,11582610.615360258,86654.0,2364.0,6.0,1.0,0.09,4.727
75,4,0,34566584.30097836,13881450.0,12554.0,32.0,1.0,0.9121706080373091,0.0
128,5,0,34566584.30097836,13881450.0,3106.0,6.0,3.0,0.9121706080373091,0.0
172,4,4,12000000.0,13881450.0,7348.945986307265,15.0,2.0,0.8,-0.8190000000000001
238,12,4,11854017.0,2726424.0,2189.0,26.0,1.0,0.39,-0.733
270,12,7,34566584.30097836,13881450.0,617.0,11.78575519762246,1.3894606962523557,0.9121706080373091,0.0
85,11,4,34566584.30097836,20000000.0,12909.0,11.0,2.2946645354714295,0.16,-0.6990000000000001
105,12,0,13277541.051701112,1700000.0,5395.366926923923,12.100648412515675,1.0,0.6,-0.584
112,5,2,90909121.0,30000010.0,16916.23900268034,5.0,1.0,0.09,-0.795
312,12,7,34566584.30097836,13881450.0,5173.0,9.0,0.0,0.9121706080373091,0.0
397,1,0,45931858.05932918,44287318.0,18986.10291817741,14.880105980735289,1.0,4.0,0.635
281,12,0,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,0.0,0.9121706080373091,0.0
308,10,1,10000002.0,10000002.0,7348.945986307265,2.0,2.0,0.11,-0.271
301,2,2,42227032.326398775,28000001.0,16916.23900268034,6.0,1.0,30.93,-0.578
220,12,7,34566584.30097836,21510000.0,14851.802682820096,14.391287313971588,1.0,0.019,-0.239
241,8,0,18035526.83829695,9598000.0,116.0,13.0,7.0,1.49,-0.9990000000000001
243,2,6,16433424.706358928,3377550.0,7769.65093136221,7.0,1.0,3.09,-0.1
192,12,2,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,1.0,0.1,30.9
271,8,0,29277000.0,17566200.0,14851.802682820096,4.0,1.0,0.07,4.452
181,12,4,34566584.30097836,13881450.0,1063.0,13.0,0.0,0.9121706080373091,0.0
298,12,0,11582610.615360258,19121.0,5395.366926923923,7.455672494172494,3.0,5.98,-0.996
69,12,3,16433424.706358928,4000000.0,1211.0,11.0,1.0,0.8279986571179905,0.0
183,12,4,50188769.0,13049080.0,3610.0,6.0,1.0,0.15,0.8170000000000001
358,12,7,34566584.30097836,13881450.0,289.0,11.78575519762246,2.0,0.03,0.078
236,5,0,15000000.0,2100000.0,6757.4850936346975,9.0,3.0,0.67,0.063
383,12,0,2749185.0,2749185.0,7769.65093136221,12.100648412515675,1.0,0.6,4.2669999999999995
343,12,7,34566584.30097836,13881450.0,7348.945986307265,10.0,1.0,0.9121706080373091,0.0
69,1,7,16433424.706358928,4350000.0,24996.0,17.0,3.0,0.01,0.551
529,12,4,129313.0,29742.0,1543.0,1.0,1.0,0.02,0.05
262,5,7,11582610.615360258,1610000.0,22.0,1.0,1.0,0.07,1.578
280,1,1,10000000.0,5800000.0,15.0,2.0,6.0,0.25,-0.193
231,7,0,4560325.0,729652.0,1594.0,4.0,1.0,0.3,0.064
249,1,2,26100000.0,26100000.0,1190.0,19.0,5.0,0.73,-0.527
220,12,10,34566584.30097836,13881450.0,76.0,11.0,1.0,0.13,-0.395
254,12,7,34566584.30097836,13881450.0,7348.945986307265,6.0,1.0,0.01,10.468
302,12,4,35294.0,30000.0,5395.366926923923,7.02733916083916,2.0,0.25,5.4
184,6,4,34566584.30097836,13881450.0,7348.945986307265,4.0,2.0,1.31,-0.8170000000000001
596,8,2,11582610.615360258,29195.0,5395.366926923923,1.0,0.0,0.1,-0.8170000000000001
123,5,4,30000000.0,13881450.0,692.0,18.0,1.0,0.9121706080373091,0.0
631,6,4,45931858.05932918,53836010.0,18986.10291817741,1.0,2.0,0.12,0.762
259,12,0,34566584.30097836,13881450.0,5479.0,11.78575519762246,1.0,0.97,10.742
75,12,2,34566584.30097836,13881450.0,507.0,11.78575519762246,0.0,0.9121706080373091,0.0
190,12,2,11582610.615360258,1400000.0,2017.0,8.0,1.0,0.45,1.163
221,12,0,1290000.0,13881450.0,1806.0,10.0,1.0,0.5,0.183
337,12,0,23891.0,16724.0,5395.366926923923,7.455672494172494,1.0,79.76,7.334
738,12,4,636333.0,38180.0,5395.366926923923,7.02733916083916,1.0,0.8279986571179905,0.0
536,10,2,6250000.0,1000000.0,20.0,2.0,1.0,0.25,0.998
204,12,0,34566584.30097836,13881450.0,1275.0,2.0,1.0,0.006,2.748
515,12,7,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,0.0,0.0,0.0
69,12,2,34566584.30097836,13881450.0,2921.0,11.78575519762246,1.0,0.9121706080373091,0.0
138,12,4,35000000.0,35000000.0,23252.0,4.0,2.6234959044635793,2.1,-1.0
7,7,2,26400000.0,26400000.0,96679.0,10.0,3.812862020811012,0.1,1.986
66,7,0,34566584.30097836,13881450.0,7348.945986307265,21.0,0.0,0.9121706080373091,0.0
32,12,2,16472800.0,16472800.0,54490.0,31.0,2.2297417985057035,0.0515,0.873
75,7,11,34566584.30097836,13881450.0,372.0,4.0,1.0,0.9121706080373091,0.0
23,5,4,18073433.0,15362418.0,40746.0,12.0,2.2297417985057035,0.11,-0.33899999999999997
28,7,0,39855072.0,27500000.0,5317.0,32.0,3.812862020811012,0.1,1.1
11,12,7,9747475.0,9650000.0,20824.0,13.0,2.317412370806332,0.23,1.476
-348,7,4,100000000.0,31816000.0,6059.0,13.0,2.912721573023506,0.8604840901386183,0.0
101,5,2,215641706.0,150949194.0,20634.0,7.0,2.579129099672752,0.02,-0.48100000000000004
100,1,4,34566584.30097836,21731500.0,67323.0,6.0,2.2946645354714295,0.8604840901386183,0.0
129,12,2,34566584.30097836,13881450.0,594.0,11.78575519762246,1.0,0.063,0.495
171,7,4,15000000.0,15000000.0,4563.0,9.0,1.0,0.03,2.506
49,2,4,3034761.0,1092514.0,8866.0,20.0,2.317412370806332,0.8279986571179905,0.0
127,12,2,34566584.30097836,13881450.0,32534.0,2.0,2.0,0.075,-0.6890000000000001
57,2,0,34566584.30097836,13881450.0,30703.0,4.0,0.0,0.0,0.0
29,12,7,35000000.0,35000000.0,53141.0,14.19262060061833,2.6234959044635793,0.8604840901386183,0.0
6,6,2,15151515.0,15000000.0,4348.0,11.0,1.3894606962523557,0.06,0.0
283,12,7,34566584.30097836,13881450.0,7348.945986307265,4.0,1.3894606962523557,1.0,1.29
66,12,0,12133800.0,12133800.0,28828.0,11.78575519762246,2.249808359844698,0.0324,8.3
30,8,4,40000000.0,40000000.0,14432.0,26.0,0.0,0.5,-0.8640000000000001
228,12,2,34566584.30097836,21780000.0,16916.23900268034,14.814468785436812,2.0,0.01,0.063
81,7,7,15412846.790607298,2693450.0,87034.0,18.0,1.0,0.8279986571179905,0.0
24,4,0,34566584.30097836,13881450.0,30067.0,12.0,1.3894606962523557,0.23,-0.905
88,7,4,34566584.30097836,12000000.0,1846.0,12.0,2.249808359844698,0.01,-0.606
18,1,7,47804000.0,11951000.0,16354.0,25.0,0.0,0.01,-0.39799999999999996
219,12,0,11582610.615360258,23000.0,5395.366926923923,9.0,1.0,0.02,0.711
343,4,4,16433424.706358928,5272732.0,7348.945986307265,4.0,1.0,0.19,-0.222
65,5,7,26652000.0,1332600.0,6966.0,8.0,2.0,0.05,0.264
54,1,7,50054705.0,42546499.0,18986.10291817741,11.0,3.039308979752699,0.1,-0.68
178,12,2,100000000.0,40000000.0,18986.10291817741,8.0,10.0,1.0,-0.21600000000000003
530,12,7,34566584.30097836,13881450.0,7348.945986307265,1.0,1.0,0.9121706080373091,0.0
95,7,0,52631579.0,30000000.0,3304.0,33.0,3.0,0.35,-0.6659999999999999
237,5,1,173411986.0,36416517.0,1960.0,13.0,0.0,0.04,7.513
69,12,0,9961289.0,3486451.0,5080.0,13.0,0.0,0.05,-0.289
80,3,7,15412846.790607298,2661505.0,7769.65093136221,10.0,2.317412370806332,0.8279986571179905,0.0
170,12,2,34566584.30097836,13881450.0,719.0,5.0,1.0,0.23,-0.488
364,3,4,3030095.0,1908960.0,5395.366926923923,12.100648412515675,1.0,0.03,10.472999999999999
-12,12,7,5000000.0,13881450.0,7410.0,7.0,1.0,0.12,-0.249
360,2,0,11582610.615360258,78985.0,5395.366926923923,9.0,1.0,6.18,-0.89
250,12,2,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,0.0,0.9121706080373091,0.0
239,2,0,6065859.0,1759099.0,1019.0,13.0,1.0,0.02,0.29100000000000004
14,10,5,2500000.0,25000.0,5395.366926923923,6.0,1.0,0.1,-0.9490000000000001
159,5,7,34566584.30097836,13881450.0,7348.945986307265,5.0,0.0,0.9121706080373091,0.0
220,12,1,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,1.0,0.3,-0.46299999999999997
312,10,0,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,1.0,0.07,-0.505
